From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Annotation	Keywords	Keyword ID	Pfam	CDD	InterPro	NCBIfam	Protein families	PANTHER	KEGG	MEROPS	CAZy	Gene Ontology (biological process)	Gene Ontology (GO)	GeneID
P06534	P06534	reviewed	SP0A_BACSU	Stage 0 sporulation protein A (Stage 0 sporulation protein C) (Stage 0 sporulation protein G)	spo0A spo0C spo0G BSU24220	Bacillus subtilis (strain 168)	267		10.1073/pnas.82.9.2665; 10.1007/bf00422059; 10.1073/pnas.82.9.2647; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1046/j.1365-2958.1997.2091573.x; 10.1099/00221287-134-12-3249; 10.1016/s0022-2836(05)80357-2; 10.1016/s0969-2126(02)00803-1	5.0	3D-structure;Activator;Calcium;Cytoplasm;DNA-binding;Metal-binding;Phosphoprotein;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation;Two-component regulatory system	KW-0002; KW-0010; KW-0106; KW-0963; KW-0238; KW-0479; KW-0597; KW-1185; KW-0678; KW-0749; KW-0804; KW-0805; KW-0902	PF00072;PF08769;	cd17561;	IPR011006;IPR016032;IPR001789;IPR014879;IPR012052;IPR052048;IPR036388;	TIGR02875;		PTHR43228:SF5;PTHR43228;	bsu:BSU24220;			asymmetric cell division [GO:0008356]; cell septum assembly [GO:0090529]; detection of stimulus [GO:0051606]; phosphorelay signal transduction system [GO:0000160]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of sporulation resulting in formation of a cellular spore [GO:0045881]; single-species surface biofilm formation [GO:0090606]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; calcium ion binding [GO:0005509]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; asymmetric cell division [GO:0008356]; cell septum assembly [GO:0090529]; detection of stimulus [GO:0051606]; phosphorelay signal transduction system [GO:0000160]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of sporulation resulting in formation of a cellular spore [GO:0045881]; single-species surface biofilm formation [GO:0090606]; sporulation resulting in formation of a cellular spore [GO:0030435]	86873031;938655;
P17896	P17896	reviewed	SP4B_BACSU	SpoIVB peptidase (EC 3.4.21.116) (Sporulation factor IV B protease) (Stage IV sporulation protein B) [Cleaved into: SpoIVB peptidase 45 kDa isoform; SpoIVB peptidase 43 kDa isoform; SpoIVB peptidase 42 kDa isoform]	spoIVB BSU24230	Bacillus subtilis (strain 168)	426		10.1128/jb.172.3.1306-1311.1990; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1046/j.1365-2958.2000.01946.x; 10.1128/jb.184.1.191-199.2002; 10.1046/j.1365-2958.2003.03651.x; 10.1074/jbc.m407048200	5.0	Direct protein sequencing;Hydrolase;Protease;Reference proteome;Serine protease;Signal;Sporulation;Zymogen	KW-0903; KW-0378; KW-0645; KW-1185; KW-0720; KW-0732; KW-0749; KW-0865	PF17820;PF05580;	cd00989;	IPR001478;IPR041489;IPR036034;IPR009003;IPR008763;IPR014219;	TIGR02860;			bsu:BSU24230;	S55.001;		proteolysis [GO:0006508]; sporulation resulting in formation of a cellular spore [GO:0030435]	serine-type peptidase activity [GO:0008236]; proteolysis [GO:0006508]; sporulation resulting in formation of a cellular spore [GO:0030435]	938654;
P49785	P49785	reviewed	SP3AH_BACSU	Stage III sporulation protein AH	spoIIIAH BSU24360	Bacillus subtilis (strain 168)	218	P71044	10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1101/gad.1252704; 10.1111/j.1365-2958.2005.04501.x; 10.1111/j.1365-2958.2005.04811.x; 10.1016/j.cell.2006.06.053; 10.1111/j.1365-2958.2007.05887.x; 10.1074/jbc.m708024200; 10.1111/j.1365-2958.2008.06289.x; 10.1073/pnas.0806301105	3.0	3D-structure;Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-0002; KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133	PF12685;		IPR024232;IPR038503;				bsu:BSU24360;			sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; sporulation resulting in formation of a cellular spore [GO:0030435]	86873017;938600;
P49784	P49784	reviewed	SP3AG_BACSU	Stage III sporulation protein AG	spoIIIAG BSU24370	Bacillus subtilis (strain 168)	229		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0	2.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133			IPR014195;	TIGR02830;			bsu:BSU24370;			sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; sporulation resulting in formation of a cellular spore [GO:0030435]	938595;
P49783	P49783	reviewed	SP3AF_BACSU	Stage III sporulation protein AF	spoIIIAF BSU24380	Bacillus subtilis (strain 168)	206		10.1099/13500872-142-11-3103; 10.1038/36786	1.0	3D-structure;Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-0002; KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133	PF09581;		IPR014245;	TIGR02896;			bsu:BSU24380;			sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; sporulation resulting in formation of a cellular spore [GO:0030435]	938576;
P49782	P49782	reviewed	SP3AE_BACSU	Stage III sporulation protein AE	spoIIIAE BSU24390	Bacillus subtilis (strain 168)	399		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.00715-08	4.0	Cell membrane;Membrane;Reference proteome;Signal;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0732; KW-0749; KW-0812; KW-1133	PF09546;		IPR014194;	TIGR02829;			bsu:BSU24390;			sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; sporulation resulting in formation of a cellular spore [GO:0030435]	938569;
P49781	P49781	reviewed	SP3AD_BACSU	Stage III sporulation protein AD	spoIIIAD BSU24400	Bacillus subtilis (strain 168)	133		10.1099/13500872-142-11-3103; 10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133	PF06686;		IPR025664;IPR014211;	TIGR02849;			bsu:BSU24400;			sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; sporulation resulting in formation of a cellular spore [GO:0030435]	76987364;938577;
P49780	P49780	reviewed	SP3AC_BACSU	Stage III sporulation protein AC	spoIIIAC BSU24410	Bacillus subtilis (strain 168)	68		10.1099/13500872-142-11-3103; 10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133	PF06686;		IPR009570;IPR025664;	TIGR02848;			bsu:BSU24410;			sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; sporulation resulting in formation of a cellular spore [GO:0030435]	93081412;938562;
Q01368	Q01368	reviewed	SP3AB_BACSU	Stage III sporulation protein AB	spoIIIAB BSU24420	Bacillus subtilis (strain 168)	171		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1111/j.1365-2958.1991.tb00816.x	1.0	3D-structure;Reference proteome;Sporulation	KW-0002; KW-1185; KW-0749	PF09548;		IPR014198;	TIGR02833;			bsu:BSU24420;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	938561;
Q01367	Q01367	reviewed	SP3AA_BACSU	Stage III sporulation protein AA	spoIIIAA BSU24430	Bacillus subtilis (strain 168)	307		10.1111/j.1365-2958.1991.tb00816.x; 10.1099/13500872-142-11-3103; 10.1038/36786	1.0	ATP-binding;Nucleotide-binding;Reference proteome;Sporulation	KW-0067; KW-0547; KW-1185; KW-0749	PF19568;	cd00009;	IPR003593;IPR027417;IPR014217;IPR045735;	TIGR02858;		PTHR20953;PTHR20953:SF3;	bsu:BSU24430;			sporulation resulting in formation of a cellular spore [GO:0030435]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; sporulation resulting in formation of a cellular spore [GO:0030435]	938563;
P49779	P49779	reviewed	YQHV_BACSU	Uncharacterized protein YqhV	yqhV yqgE BSU24440	Bacillus subtilis (strain 168)	93		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1111/j.1365-2958.1991.tb00816.x	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF10942;		IPR020390;				bsu:BSU24440;				plasma membrane [GO:0005886]	938559;
A0AAT9J413	A0AAT9J413	unreviewed	A0AAT9J413_BACSU	Spore germination membrane protein	yqhR BSU_24480	Bacillus subtilis (strain 168)	177		10.1038/36786; .1099/mic.0.027839-0; 10.1099/mic.0.064691-0; https://doi.org/10.1111/1751-7915.13043; 10.1111/1751-7915.14257	1.0	Membrane;Transmembrane;Transmembrane helix	KW-0472; KW-0812; KW-1133	PF11085;		IPR024563;									
P54516	P54516	reviewed	YQHR_BACSU	Uncharacterized protein YqhR	yqhR BSU24480	Bacillus subtilis (strain 168)	178		10.1099/13500872-142-11-3103; 10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF11085;		IPR024563;				bsu:BSU24480;				plasma membrane [GO:0005886]	938555;
P54515	P54515	reviewed	YQHQ_BACSU	Uncharacterized protein YqhQ	yqhQ BSU24490	Bacillus subtilis (strain 168)	318		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF07136;		IPR010787;			PTHR42867;PTHR42867:SF1;	bsu:BSU24490;				plasma membrane [GO:0005886]	938556;
P54514	P54514	reviewed	YQHP_BACSU	Uncharacterized protein YqhP	yqhP BSU24500	Bacillus subtilis (strain 168)	131		10.1099/13500872-142-11-3103; 10.1038/36786	2.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133			IPR048110;	NF041554;			bsu:BSU24500;				plasma membrane [GO:0005886]	76978858;938552;
P54513	P54513	reviewed	YQHO_BACSU	Uncharacterized protein YqhO (EC 3.1.1.-)	yqhO BSU24510	Bacillus subtilis (strain 168)	291		10.1099/13500872-142-11-3103; 10.1038/36786	2.0	Cell membrane;Hydrolase;Lipid degradation;Lipid metabolism;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0378; KW-0442; KW-0443; KW-0472; KW-1185; KW-0812; KW-1133	PF01734;	cd07207;	IPR016035;IPR052580;IPR002641;			PTHR46394;PTHR46394:SF1;	bsu:BSU24510;			lipid catabolic process [GO:0016042]	plasma membrane [GO:0005886]; hydrolase activity [GO:0016787]; lipid catabolic process [GO:0016042]	938553;
P54509	P54509	reviewed	YQHH_BACSU	Uncharacterized ATP-dependent helicase YqhH (EC 3.6.4.-)	yqhH BSU24580	Bacillus subtilis (strain 168)	557		10.1099/13500872-142-11-3103; 10.1038/36786	2.0	ATP-binding;Helicase;Hydrolase;Nucleotide-binding;Reference proteome	KW-0067; KW-0347; KW-0378; KW-0547; KW-1185	PF00271;PF00176;	cd18011;cd18793;	IPR014001;IPR001650;IPR027417;IPR038718;IPR049730;IPR000330;		SNF2/RAD54 helicase family	PTHR10799;	bsu:BSU24580;			heterochromatin formation [GO:0031507]; positive regulation of transcription by RNA polymerase II [GO:0045944]	ATP binding [GO:0005524]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; nucleosome array spacer activity [GO:0140750]; heterochromatin formation [GO:0031507]; positive regulation of transcription by RNA polymerase II [GO:0045944]	938548;
P54508	P54508	reviewed	YQHG_BACSU	Uncharacterized protein YqhG	yqhG BSU24590	Bacillus subtilis (strain 168)	264		10.1099/13500872-142-11-3103; 10.1038/36786	1.0	Reference proteome	KW-1185	PF11079;		IPR024562;				bsu:BSU24590;					938541;
O32019	O32019	reviewed	YQZG_BACSU	Uncharacterized protein YqzG	yqzG BSU24650	Bacillus subtilis (strain 168)	108		10.1038/36786	1.0	3D-structure;Reference proteome;Signal	KW-0002; KW-1185; KW-0732	PF13028;		IPR024987;				bsu:BSU24650;					938529;
O32020	O32020	reviewed	YQZE_BACSU	Uncharacterized protein YqzE	yqzE BSU24660	Bacillus subtilis (strain 168)	59		10.1038/36786; 10.1099/mic.0.027839-0	1.0	Reference proteome	KW-1185	PF14038;		IPR025622;				bsu:BSU24660;					938540;
P54492	P54492	reviewed	YQGO_BACSU	Uncharacterized protein YqgO	yqgO BSU24880	Bacillus subtilis (strain 168)	57		10.1099/13500872-142-11-3103; 10.1038/36786	1.0	Reference proteome	KW-1185							bsu:BSU24880;					86872963;938204;
P54487	P54487	reviewed	YQGE_BACSU	Uncharacterized protein YqgE	yqgE BSU25010	Bacillus subtilis (strain 168)	430		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0	2.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF07690;		IPR011701;IPR036259;IPR052528;			PTHR23526;PTHR23526:SF2;	bsu:BSU25010;				plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	938196;
P54483	P54483	reviewed	YQFZ_BACSU	Uncharacterized protein YqfZ	yqfZ BSU25060	Bacillus subtilis (strain 168)	99		10.1099/13500872-142-11-3103; 10.1038/36786	2.0	Cell wall;Membrane;Reference proteome;Secreted;Transmembrane;Transmembrane helix	KW-0134; KW-0472; KW-1185; KW-0964; KW-0812; KW-1133		cd00118;	IPR018392;IPR036779;				bsu:BSU25060;				extracellular region [GO:0005576]; membrane [GO:0016020]	938027;
P54482	P54482	reviewed	ISPG_BACSU	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	ispG yqfY BSU25070	Bacillus subtilis (strain 168)	377		10.1099/13500872-142-11-3103; 10.1038/36786	3.0	4Fe-4S;Iron;Iron-sulfur;Isoprene biosynthesis;Metal-binding;Oxidoreductase;Reference proteome	KW-0004; KW-0408; KW-0411; KW-0414; KW-0479; KW-0560; KW-1185	PF04551;		IPR011005;IPR016425;IPR004588;IPR045854;	TIGR00612;	IspG family	PTHR30454;PTHR30454:SF0;	bsu:BSU25070;			isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]	4 iron, 4 sulfur cluster binding [GO:0051539]; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin) [GO:0046429]; 4-hydroxy-3-methylbut-2-enyl-diphosphate synthase activity (flavodoxin) [GO:0141197]; iron ion binding [GO:0005506]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]	937984;
P54481	P54481	reviewed	YQFX_BACSU	Uncharacterized protein YqfX	yqfX BSU25080	Bacillus subtilis (strain 168)	129		10.1099/13500872-142-11-3103; 10.1038/36786	2.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133			IPR055338;			PTHR40040:SF1;PTHR40040;	bsu:BSU25080;				plasma membrane [GO:0005886]	937973;
P54477	P54477	reviewed	YQFT_BACSU	Uncharacterized protein YqfT	yqfT BSU25120	Bacillus subtilis (strain 168)	84		10.1099/13500872-142-11-3103; 10.1038/36786	1.0	Reference proteome	KW-1185	PF11116;		IPR020277;				bsu:BSU25120;					937909;
P54474	P54474	reviewed	YQFQ_BACSU	Uncharacterized protein YqfQ	yqfQ BSU25150	Bacillus subtilis (strain 168)	247		10.1099/13500872-142-11-3103; 10.1038/36786	1.0	Reference proteome	KW-1185	PF14181;		IPR025571;				bsu:BSU25150;					937910;
P54469	P54469	reviewed	YQFD_BACSU	Uncharacterized protein YqfD	yqfD BSU25350	Bacillus subtilis (strain 168)	398		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0	1.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133	PF06898;		IPR010690;	TIGR02876;			bsu:BSU25350;			sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; sporulation resulting in formation of a cellular spore [GO:0030435]	937867;
P54468	P54468	reviewed	YQFC_BACSU	Uncharacterized protein YqfC	yqfC BSU25360	Bacillus subtilis (strain 168)	93		10.1099/13500872-142-11-3103; 10.1038/36786	1.0	Reference proteome	KW-1185	PF07873;		IPR022476;IPR022477;	TIGR02856;			bsu:BSU25360;					11240204;937870;
P38425	P38425	reviewed	YQXA_BACSU	Uncharacterized protein YqxA (ORF79)	yqxA yqeP BSU25520	Bacillus subtilis (strain 168)	112		10.1099/13500872-142-11-3103; 10.1038/36786	1.0	Reference proteome	KW-1185	PF12438;		IPR020534;				bsu:BSU25520;					937841;
P37968	P37968	reviewed	SP2P_BACSU	Stage II sporulation protein P	spoIIP BSU25530	Bacillus subtilis (strain 168)	401		10.1099/13500872-142-11-3103; 10.1038/36786	1.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF07454;		IPR010897;	TIGR02867;			bsu:BSU25530;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	937842;
P22322	P22322	reviewed	GPR_BACSU	Germination protease (EC 3.4.24.78) (GPR endopeptidase) (Germination proteinase) (Spore protease)	gpr BSU25540	Bacillus subtilis (strain 168)	368		10.1128/jb.173.1.291-300.1991; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1128/jb.175.9.2568-2577.1993	4.0	Direct protein sequencing;Hydrolase;Protease;Reference proteome;Zymogen	KW-0903; KW-0378; KW-0645; KW-1185; KW-0865	PF03418;		IPR023430;IPR005080;	TIGR01441;	Peptidase A25 family		bsu:BSU25540;	A25.001;		proteolysis [GO:0006508]; spore germination [GO:0009847]	metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]; spore germination [GO:0009847]	937838;
P39696	P39696	reviewed	COMER_BACSU	ComE operon protein 4	comER comE4 comED BSU25600	Bacillus subtilis (strain 168)	273		10.1111/j.1365-2958.1993.tb00907.x; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1128/jb.183.14.4389-4392.2001	2.0	Reference proteome	KW-1185	PF03807;PF14748;		IPR008927;IPR036291;IPR028939;IPR053790;IPR029036;IPR000304;		Pyrroline-5-carboxylate reductase family	PTHR11645:SF51;PTHR11645;	bsu:BSU25600;			L-proline biosynthetic process [GO:0055129]	pyrroline-5-carboxylate reductase activity [GO:0004735]; L-proline biosynthetic process [GO:0055129]	937834;
Q7WY62	Q7WY62	reviewed	SDA_BACSU	Sporulation inhibitor sda (Histidine kinase KinA inhibitor)	sda BSU25690	Bacillus subtilis (strain 168)	52	P16497	10.1038/36786; 10.1016/s0092-8674(01)00211-2; 10.1016/s1097-2765(04)00084-x	4.0	3D-structure;Alternative initiation;Protein kinase inhibitor;Reference proteome;Sporulation	KW-0002; KW-0024; KW-0649; KW-1185; KW-0749	PF08970;		IPR015064;IPR036916;				bsu:BSU25690;			sporulation resulting in formation of a cellular spore [GO:0030435]	protein kinase inhibitor activity [GO:0004860]; sporulation resulting in formation of a cellular spore [GO:0030435]	2914223;
P54451	P54451	reviewed	YQEF_BACSU	Uncharacterized lipoprotein YqeF	yqeF BSU25700	Bacillus subtilis (strain 168)	243		10.1099/13500872-142-11-3103; 10.1038/36786	2.0	Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal	KW-1003; KW-0449; KW-0472; KW-0564; KW-1185; KW-0732	PF00657;		IPR001087;IPR045136;IPR036514;			PTHR14209;PTHR14209:SF19;	bsu:BSU25700;				plasma membrane [GO:0005886]; hydrolase activity, acting on ester bonds [GO:0016788]	937814;
P54450	P54450	reviewed	CWLH_BACSU	N-acetylmuramoyl-L-alanine amidase CwlH (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)	cwlH yqeE BSU25710	Bacillus subtilis (strain 168)	250		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1128/jb.181.20.6230-6237.1999	4.0	Cell wall biogenesis/degradation;Competence;Hydrolase;Reference proteome;Secreted;Signal;Sporulation	KW-0961; KW-0178; KW-0378; KW-1185; KW-0964; KW-0732; KW-0749	PF01510;PF01471;	cd06583;	IPR036505;IPR002502;IPR051206;IPR002477;IPR036365;IPR036366;		N-acetylmuramoyl-L-alanine amidase 2 family	PTHR30417;PTHR30417:SF11;	bsu:BSU25710;			cell wall organization [GO:0071555]; establishment of competence for transformation [GO:0030420]; peptidoglycan catabolic process [GO:0009253]; peptidoglycan turnover [GO:0009254]; sporulation resulting in formation of a cellular spore [GO:0030435]	extracellular region [GO:0005576]; N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]; cell wall organization [GO:0071555]; establishment of competence for transformation [GO:0030420]; peptidoglycan catabolic process [GO:0009253]; peptidoglycan turnover [GO:0009254]; sporulation resulting in formation of a cellular spore [GO:0030435]	937808;
P54448	P54448	reviewed	YQEC_BACSU	Putative 6-phosphogluconate dehydrogenase YqeC (EC 1.1.1.-)	yqeC BSU25730	Bacillus subtilis (strain 168)	297		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1128/jb.186.14.4528-4534.2004	3.0	Gluconate utilization;NAD;Oxidoreductase;Reference proteome	KW-0311; KW-0520; KW-0560; KW-1185	PF00393;PF03446;		IPR008927;IPR004849;IPR013328;IPR006114;IPR006115;IPR006184;IPR036291;IPR006183;	TIGR00872;	6-phosphogluconate dehydrogenase family	PTHR11811;	bsu:BSU25730;			D-gluconate metabolic process [GO:0019521]; organic acid catabolic process [GO:0016054]; pentose-phosphate shunt [GO:0006098]	NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]; D-gluconate metabolic process [GO:0019521]; organic acid catabolic process [GO:0016054]; pentose-phosphate shunt [GO:0006098]	937809;
