target	product	best_hit	HMM	evalue	score	EC	gene	ORF_start	ORF_end	product_start	product_end	product_length	ORF_length-aa
O32076	Flotillin	K07192	KOFam_prokaryote_KEGG	2.7e-144	478.5		FLOT	N/A	N/A	17	486	469	428
P71014	Hypothetical							N/A	N/A				
O32085	CDO1; cysteine dioxygenase	K00456	KOFam_prokaryote_FOAM	1.5e-27	93.4	1.13.11.20		N/A	N/A	36	155	119	428
O05242	IMA, malL; oligo-1,6-glucosidase	K01182	KOFam_prokaryote_FOAM	6.9e-249	824.5	3.2.1.10		N/A	N/A	2	551	549	428
O05241	Putative hemolysin	K03699	KOFam_prokaryote_KEGG	2.6e-143	475.0		tlyC	N/A	N/A	4	425	421	428
O05248	Uncharacterized protein	K06973	KOFam_prokaryote_KEGG	1.5e-96	319.8			N/A	N/A	4	223	219	428
C0H3Q4	Hypothetical							N/A	N/A				
Q5BU39	Hypothetical							N/A	N/A				
Q795M8	Voltage-gated potassium channel	K10716	KOFam_prokaryote_KEGG	2.6e-37	125.1		kch, trkA, mthK, pch	N/A	N/A	10	277	267	428
O32087	Uncharacterized protein	K09779	KOFam_prokaryote_KEGG	2.7e-38	128.0			N/A	N/A	1	71	70	428
O05235	mhpC; 2-hydroxy-6-oxonona-2,4-dienedioate hydrolase	K05714	KOFam_prokaryote_FOAM	9.8e-49	163.0	3.7.1.14		N/A	N/A	8	273	265	428
Q08429	Kinase-associated protein B	K06347	KOFam_prokaryote_KEGG	1.3e-56	186.7		kapB	N/A	N/A	2	125	123	428
O05257	Hypothetical							N/A	N/A				
O32089	Hypothetical							N/A	N/A				
O32094	Spore germination protein PA	K06299	KOFam_prokaryote_KEGG	6.5e-27	90.0		gerPA	N/A	N/A	1	72	71	428
O32096	Hypothetical							N/A	N/A				
O32097	Hypothetical							N/A	N/A				
O32108	Hypothetical							N/A	N/A				
O05267	ndh; NADH:ubiquinone reductase (H+-translocating)	K03885	KOFam_prokaryote_FOAM	4e-123	408.5	7.1.1.2		N/A	N/A	5	382	377	428
O32124	Hypothetical							N/A	N/A				
O32128	Hypothetical							N/A	N/A				
O32132	Hypothetical							N/A	N/A				
O32160	Hypothetical							N/A	N/A				
O32166	Hypothetical							N/A	N/A				
C0H3R0	Hypothetical							N/A	N/A				
O32179	PRODH, fadM, putB; proline dehydrogenase	K00318	KOFam_prokaryote_FOAM	9.9e-59	196.2	1.5.5.2		N/A	N/A	11	295	284	428
C0H3R1	Hypothetical							N/A	N/A				
O32180	Hypothetical							N/A	N/A				
O32189	Hypothetical							N/A	N/A				
O32217	Hypothetical							N/A	N/A				
O32218	Hypothetical							N/A	N/A				
O32224	FMN-dependent NADH-azoreductase	K01118	KOFam_prokaryote_KEGG	8.4e-67	222.4	1.7.1.17	acpD, azoR	N/A	N/A	1	207	206	428
O32225	Hypothetical							N/A	N/A				
O32234	mhpC; 2-hydroxy-6-oxonona-2,4-dienedioate hydrolase	K05714	KOFam_prokaryote_FOAM	8.6e-34	113.8	3.7.1.14		N/A	N/A	11	253	242	428
O32236	HTH-type transcriptional regulator, competence development regulator	K22299	KOFam_prokaryote_KEGG	4.6e-37	124.4		rghR	N/A	N/A	1	132	131	428
O07002	Basic amino acid/polyamine antiporter, APA family	K03294	KOFam_prokaryote_KEGG	8.1e-71	235.7		TC.APA	N/A	N/A	6	443	437	428
O06998	Hypothetical							N/A	N/A				
O34986	3',5'-cyclic-AMP phosphodiesterase	K03651	KOFam_prokaryote_KEGG	5.1e-28	94.4	3.1.4.53	cpdA	N/A	N/A	916	1132	216	428
O34876	ftsX; cell division transport system permease protein	K09811	KOFam_prokaryote_FOAM	1.9e-77	257.9			N/A	N/A	6	295	289	428
O34814	ftsE; cell division transport system ATP-binding protein	K09812	KOFam_prokaryote_FOAM	5.2e-118	391.2			N/A	N/A	1	225	224	428
O32267	Teichuronic acid biosynthesis glycosyltransferase TuaH	K16699	KOFam_prokaryote_KEGG	3.3e-124	411.7	2.4.-.-	tuaH	N/A	N/A	5	389	384	428
O32268	Teichuronic acid biosynthesis glycosyltransferase TuaG	K16698	KOFam_prokaryote_KEGG	8.1e-113	373.6	2.4.-.-	tuaG	N/A	N/A	4	251	247	428
O32269	Teichuronic acid biosynthesis protein TuaF	K16706	KOFam_prokaryote_KEGG	7e-109	359.5		tuaF	N/A	N/A	1	226	225	428
O05224	Arsenical pump membrane protein	K03893	KOFam_prokaryote_KEGG	2e-116	386.6		arsB	N/A	N/A	2	440	438	428
O05223	Hypothetical							N/A	N/A				
O05215	Chromate transporter	K07240	KOFam_prokaryote_KEGG	1.4e-46	155.7		chrA	N/A	N/A	6	173	167	428
P96724	Deoxyribonuclease V	K05982	KOFam_prokaryote_KEGG	2.4e-68	227.3	3.1.21.7	E3.1.21.7, nfi	N/A	N/A	14	231	217	428
P96723	Hypothetical							N/A	N/A				
P96722	Toxin YqcG	K21491	KOFam_prokaryote_KEGG	5.8e-147	487.4	3.1.-.-	yqcG	N/A	N/A	3	420	417	428
P96721	Hypothetical							N/A	N/A				
P96720	Hypothetical							N/A	N/A				
P39751	Rod shape-determining protein MreB and related proteins	K03569	KOFam_prokaryote_KEGG	3.8e-164	543.5		mreB	N/A	N/A	1	329	328	428
O32276	Required for translation of spoIIID	K06435	KOFam_prokaryote_KEGG	9.9e-30	98.9		usd	N/A	N/A	1	36	35	428
P94574	mmr; MFS transporter, DHA2 family, methylenomycin A resistance protein	K08166	KOFam_prokaryote_FOAM	3.3e-74	246.4			N/A	N/A	6	448	442	428
P94573	Ureidoacrylate peracid hydrolase	K09020	KOFam_prokaryote_KEGG	3.6e-48	161.5	3.5.1.110	rutB	N/A	N/A	5	187	182	428
P71045	Hypothetical							N/A	N/A				
P71042	Hypothetical							N/A	N/A				
O32277	Hypothetical							N/A	N/A				
P70958	Hypothetical							N/A	N/A				
P45874	Hypothetical							N/A	N/A				
P45865	Cardiolipin synthase A/B	K06131	KOFam_prokaryote_KEGG	8.7e-115	381.3	2.7.8.-	clsA_B	N/A	N/A	17	396	379	428
P45864	UV DNA damage endonuclease	K13281	KOFam_prokaryote_KEGG	1.8e-106	353.2	3.-.-.-	uvsE, UVE1	N/A	N/A	4	302	298	428
P70997	Penicillin-binding protein 2D	K21464	KOFam_prokaryote_KEGG	3.5e-286	947.6	2.4.1.129 3.4.16.4	pbpG	N/A	N/A	3	686	683	428
P39632	Hypothetical							N/A	N/A				
Q7WY56	DTDP-4-dehydrorhamnose 3,5-epimerase	K01790	KOFam_prokaryote_KEGG	8.9e-42	139.9	5.1.3.13	rfbC, rmlC	N/A	N/A	2	147	145	428
P39631	DTDP-4-dehydrorhamnose reductase	K00067	KOFam_prokaryote_KEGG	1e-109	364.3	1.1.1.133	rfbD, rmlD	N/A	N/A	2	277	275	428
P39630	DTDP-glucose 4,6-dehydratase	K01710	KOFam_prokaryote_KEGG	5.7e-151	500.4	4.2.1.46	rfbB, rmlB, rffG	N/A	N/A	5	314	309	428
P39629	Glucose-1-phosphate thymidylyltransferase	K00973	KOFam_prokaryote_KEGG	7.4e-92	305.2	2.7.7.24	rfbA, rmlA, rffH	N/A	N/A	1	237	236	428
P39627	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase	K15897	KOFam_prokaryote_KEGG	6.2e-59	196.5	3.6.1.57	pseG	N/A	N/A	1	331	330	428
P39626	Spore coat polysaccharide biosynthesis protein SpsF	K07257	KOFam_prokaryote_KEGG	4.8e-76	253.0		spsF	N/A	N/A	3	234	231	428
P39625	N,N'-diacetyllegionaminate synthase	K18430	KOFam_prokaryote_KEGG	1.1e-99	327.2	2.5.1.101	legI, neuB2	N/A	N/A	15	364	349	428
P39624	DTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase	K16704	KOFam_prokaryote_KEGG	2.4e-45	152.0	2.3.1.210	rffC, wecD	N/A	N/A	43	287	244	428
P39623	Perosamine synthetase	K13010	KOFam_prokaryote_KEGG	4.7e-137	454.6	2.6.1.102	per, rfbE	N/A	N/A	6	386	380	428
P39622	Hypothetical							N/A	N/A				
P39621	Spore maturation protein CgeD	K06322	KOFam_prokaryote_KEGG	4.2e-91	302.4		cgeD	N/A	N/A	2	229	227	428
P39603	Hypothetical							N/A	N/A				
P39600	Hypothetical							N/A	N/A				
P39599	Cation/acetate symporter	K14393	KOFam_prokaryote_KEGG	3.1e-203	673.8		actP	N/A	N/A	3	510	507	428
P39585	Hypothetical							N/A	N/A				
P39584	celB, chbC; cellobiose PTS system EIIC component	K02761	KOFam_prokaryote_FOAM	1.2e-157	522.2			N/A	N/A	1	435	434	428
P25149	Hypothetical							N/A	N/A				
P94377	katE, CAT, catB, srpA; catalase	K03781	KOFam_prokaryote_FOAM	5.5e-223	739.6	1.11.1.6		N/A	N/A	19	527	508	428
P42317	butA, budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase	K03366	KOFam_prokaryote_FOAM	7e-83	274.5	1.1.1.- 1.1.1.76 1.1.1.304		N/A	N/A	2	256	254	428
P42316	E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B	K01029	KOFam_prokaryote_FOAM	1.8e-119	395.0	2.8.3.5		N/A	N/A	1	213	212	428
P42315	E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A	K01028	KOFam_prokaryote_FOAM	1.4e-131	435.1	2.8.3.5		N/A	N/A	1	232	231	428
P42314	Gluconate:H+ symporter, GntP family	K03299	KOFam_prokaryote_KEGG	4.1e-19	65.0		TC.GNTP	N/A	N/A	5	468	463	428
P42308	Citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family	K03300	KOFam_prokaryote_KEGG	9.8e-211	697.0		TC.CITMHS	N/A	N/A	1	426	425	428
P54944	Hypothetical							N/A	N/A				
P54943	Hypothetical							N/A	N/A				
Q45605	Hypothetical							N/A	N/A				
Q45606	Hypothetical							N/A	N/A				
Q45607	Hypothetical							N/A	N/A				
O32293	Hypothetical							N/A	N/A				
P39668	Serine protease DegQ	K04772	KOFam_prokaryote_KEGG	1.8e-88	294.1	3.4.21.-	degQ, hhoA	N/A	N/A	29	393	364	428
P37479	Hypothetical							N/A	N/A				
O32296	Hypothetical							N/A	N/A				
P37488	Hypothetical							N/A	N/A				
P37495	Hypothetical							N/A	N/A				
P37512	Uncharacterized protein	K06888	KOFam_prokaryote_KEGG	0.0	1015.9			N/A	N/A	7	684	677	428
P37517	LacI family transcriptional regulator, repressor for deo operon, udp, cdd, tsx, nupC, and nupG	K05499	KOFam_prokaryote_KEGG	1.4e-58	195.4		cytR	N/A	N/A	1	295	294	428
P37454	Exodeoxyribonuclease III	K01142	KOFam_prokaryote_KEGG	1.8e-115	383.6	3.1.11.2	E3.1.11.2, xthA	N/A	N/A	1	251	250	428
P37520	Hypothetical							N/A	N/A				
P37521	Hypothetical							N/A	N/A				
Q01620	SpoIIIJ-associated protein	K06346	KOFam_prokaryote_KEGG	4.2e-68	226.7		jag	N/A	N/A	1	207	206	428
Q01625	YidC/Oxa1 family membrane protein insertase	K03217	KOFam_prokaryote_KEGG	1.2e-86	287.6		yidC, spoIIIJ, OXA1, ccfA	N/A	N/A	37	254	217	428
P05648	Chromosomal replication initiator protein	K02313	KOFam_prokaryote_KEGG	6.3e-207	685.2		dnaA	N/A	N/A	5	446	441	428
P05649	dnaN; DNA polymerase III subunit beta	K02338	KOFam_prokaryote_FOAM	2.9e-120	399.1	2.7.7.7		N/A	N/A	1	377	376	428
P37527	Pyridoxal 5'-phosphate synthase pdxS subunit	K06215	KOFam_prokaryote_KEGG	1.1e-162	537.8	4.3.3.6	pdxS, pdx1	N/A	N/A	4	293	289	428
P37468	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase	K02528	KOFam_prokaryote_KEGG	2.1e-107	356.0	2.1.1.182	ksgA	N/A	N/A	7	287	280	428
P37550	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	K00919	KOFam_prokaryote_KEGG	1.9e-99	329.7	2.7.1.148	ispE	N/A	N/A	5	273	268	428
P37551	Purine operon repressor	K09685	KOFam_prokaryote_KEGG	7.8e-130	427.9		purR	N/A	N/A	1	270	269	428
P37552	2-iminobutanoate/2-iminopropanoate deaminase	K09022	KOFam_prokaryote_KEGG	2.5e-62	207.7	3.5.99.10	ridA, tdcF, RIDA	N/A	N/A	1	124	123	428
P37470	Peptidyl-tRNA hydrolase, PTH1 family	K01056	KOFam_prokaryote_KEGG	2.5e-81	270.3	3.1.1.29	PTH1, pth, spoVC	N/A	N/A	1	187	186	428
P37474	Transcription-repair coupling factor (superfamily II helicase)	K03723	KOFam_prokaryote_KEGG	0.0	1462.6	3.6.4.-	mfd	N/A	N/A	14	1170	1156	428
P37560	S1 RNA binding domain protein	K07571	KOFam_prokaryote_KEGG	1.8e-67	222.6			N/A	N/A	1	127	126	428
P16450	Spore germination protein D	K06294	KOFam_prokaryote_KEGG	2.4e-68	226.4		gerD	N/A	N/A	2	183	181	428
P55190	Bile acid:Na+ symporter, BASS family	K03453	KOFam_prokaryote_KEGG	1.9e-45	152.0		TC.BASS	N/A	N/A	2	293	291	428
P40406	nagZ; beta-N-acetylhexosaminidase	K01207	KOFam_prokaryote_FOAM	3.9e-179	594.3	3.2.1.52		N/A	N/A	15	637	622	428
O05213	Serine-type D-Ala-D-Ala carboxypeptidase	K21469	KOFam_prokaryote_KEGG	2.6e-154	511.5	3.4.16.4	pbp4b	N/A	N/A	39	440	401	428
Q797S1	scrA, sacP, sacX, ptsS; sucrose PTS system EIIBCA or EIIBC component	K02810	KOFam_prokaryote_FOAM	8.6e-173	572.8	2.7.1.211		N/A	N/A	6	451	445	428
P37878	alkA; DNA-3-methyladenine glycosylase II	K01247	KOFam_prokaryote_FOAM	5.1e-58	193.7	3.2.2.21		N/A	N/A	97	302	205	428
O31435	K08884; serine/threonine protein kinase, bacterial	K08884	KOFam_prokaryote_FOAM	4.6e-40	134.4	2.7.11.1		N/A	N/A	17	202	185	428
P39790	Glutamyl endopeptidase	K01318	KOFam_prokaryote_KEGG	5.8e-90	299.3	3.4.21.19	sspA	N/A	N/A	15	313	298	428
O34538	Hypothetical							N/A	N/A				
O34364	IMA, malL; oligo-1,6-glucosidase	K01182	KOFam_prokaryote_FOAM	4e-260	861.9	3.2.1.10		N/A	N/A	3	559	556	428
P12921	Hypothetical							N/A	N/A				
P94408	Proton-dependent oligopeptide transporter, POT family	K03305	KOFam_prokaryote_KEGG	9.1e-163	539.4		TC.POT	N/A	N/A	14	491	477	428
O31479	Hypothetical							N/A	N/A				
P49939	Spore germination protein KA	K06295	KOFam_prokaryote_KEGG	2.9e-229	760.0		gerKA	N/A	N/A	21	528	507	428
P49941	Spore germination protein KC	K06297	KOFam_prokaryote_KEGG	2.2e-109	363.3		gerKC	N/A	N/A	4	402	398	428
P49940	Spore germination protein KB	K06296	KOFam_prokaryote_KEGG	8.3e-113	374.4		gerKB	N/A	N/A	1	370	369	428
P94415	Response regulator aspartate phosphatase C	K06361	KOFam_prokaryote_KEGG	1.5e-137	455.1	3.1.-.-	rapC	N/A	N/A	1	378	377	428
P96604	Putative permease	K03548	KOFam_prokaryote_KEGG	6.3e-27	88.8		perM	N/A	N/A	16	334	318	428
P96613	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	K01929	KOFam_prokaryote_FOAM	2.7e-171	567.7	6.3.2.10		N/A	N/A	1	452	451	428
P96633	Hypothetical							N/A	N/A				
P96649	Response regulator aspartate phosphatase I	K06367	KOFam_prokaryote_KEGG	2.3e-166	550.0	3.1.-.-	rapI	N/A	N/A	7	380	373	428
P96700	Hypothetical							N/A	N/A				
O34904	Hypothetical							N/A	N/A				
Q7BVT7	Hypothetical							N/A	N/A				
O31526	Rhamnogalacturonan endolyase	K18197	KOFam_prokaryote_KEGG	0.0	1064.8	4.2.2.23	yesW	N/A	N/A	8	619	611	428
P55069	Mg2+/citrate complex secondary transporter	K11639	KOFam_prokaryote_KEGG	3.8e-206	682.0		citM	N/A	N/A	1	431	430	428
O34573	Spore germination protein	K06309	KOFam_prokaryote_KEGG	6.4e-135	446.4		yfkT	N/A	N/A	1	351	350	428
O35036	Hypothetical							N/A	N/A				
O35028	Spore germination protein	K06308	KOFam_prokaryote_KEGG	5.5e-95	315.3		yfkR	N/A	N/A	1	383	382	428
O34486	Spore germination protein	K06307	KOFam_prokaryote_KEGG	8.3e-213	703.6		yfkQ	N/A	N/A	20	503	483	428
O34475	Nitroreductase / dihydropteridine reductase	K10679	KOFam_prokaryote_KEGG	1.7e-34	115.7	1.-.-.- 1.5.1.34	nfnB, nfsB	N/A	N/A	7	217	210	428
O31550	Pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)	K00627	KOFam_prokaryote_KEGG	8.2e-138	457.6	2.3.1.12	DLAT, aceF, pdhC	N/A	N/A	1	396	395	428
O31556	Hypothetical							N/A	N/A				
O31581	Epoxide hydrolase 4	K22369	KOFam_prokaryote_KEGG	9.4e-113	374.1	3.3.-.-	EPHX4	N/A	N/A	7	285	278	428
O31583	Inner membrane protein	K07038	KOFam_prokaryote_KEGG	1.5e-32	109.6			N/A	N/A	1	302	301	428
P71080	Hypothetical							N/A	N/A				
P71083	Hypothetical							N/A	N/A				
P26901	katE, CAT, catB, srpA; catalase	K03781	KOFam_prokaryote_FOAM	7e-264	875.0	1.11.1.6		N/A	N/A	5	476	471	428
P97030	Epoxyqueuosine reductase	K18979	KOFam_prokaryote_KEGG	2e-126	419.5	1.17.99.6	queG	N/A	N/A	5	366	361	428
O31590	trmL, cspR; tRNA (cytidine/uridine-2'-O-)-methyltransferase	K03216	KOFam_prokaryote_FOAM	4.3e-72	238.1	2.1.1.207		N/A	N/A	5	159	154	428
O31593	Membrane fusion protein, multidrug efflux system	K03543	KOFam_prokaryote_KEGG	6.6e-59	145.0		emrA	N/A	N/A	95	219	124	428
P54585	MFS transporter, DHA2 family, lincomycin resistance protein	K18926	KOFam_prokaryote_KEGG	3.6e-158	523.2		lmrB	N/A	N/A	10	514	504	428
P54586	NAD(P)H dehydrogenase (quinone)	K03809	KOFam_prokaryote_KEGG	4.7e-47	157.7	1.6.5.2	wrbA	N/A	N/A	1	174	173	428
P54587	Hypothetical							N/A	N/A				
P54598	Spore cortex protein	K06345	KOFam_prokaryote_KEGG	2.3e-35	118.8		coxA	N/A	N/A	4	188	184	428
P18157	Glycerol kinase	K00864	KOFam_prokaryote_KEGG	7.3e-233	770.9	2.7.1.30	glpK, GK	N/A	N/A	3	494	491	428
P18159	pgm; phosphoglucomutase	K01835	KOFam_prokaryote_FOAM	1.8e-143	476.4	5.4.2.2		N/A	N/A	35	572	537	428
O07527	K02480; two-component system, NarL family, sensor kinase	K02480	KOFam_prokaryote_FOAM	4.8e-61	203.6	2.7.13.3		N/A	N/A	11	372	361	428
O07528	Two-component system, NarL family, response regulator LiaR	K11618	KOFam_prokaryote_KEGG	3.1e-75	249.6		liaR	N/A	N/A	1	208	207	428
P19406	Amicoumacin phosphatase	K23984	KOFam_prokaryote_KEGG	5.6e-168	556.0	3.1.3.107	amiO	N/A	N/A	16	458	442	428
Q796V8	Oxygen-independent coproporphyrinogen III oxidase	K02495	KOFam_prokaryote_KEGG	2.4e-91	303.3	1.3.98.3	hemN, hemZ	N/A	N/A	89	480	391	428
O07535	TrkA domain protein	K07228	KOFam_prokaryote_KEGG	5e-57	188.6			N/A	N/A	1	156	155	428
O07534	Hypothetical							N/A	N/A				
O07521	3'-5' exoribonuclease	K03698	KOFam_prokaryote_KEGG	2.8e-136	451.5	3.1.-.-	cbf, cbf1	N/A	N/A	8	311	303	428
P32398	TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness	K19736	KOFam_prokaryote_KEGG	3.3e-31	106.3		aefR	N/A	N/A	5	176	171	428
O07614	phnO; (aminoalkyl)phosphonate N-acetyltransferase	K09994	KOFam_prokaryote_FOAM	1.3e-19	67.3	2.3.1.280		N/A	N/A	1	135	134	428
O07566	3-dehydro-glucose-6-phosphate---glutamate transaminase	K18653	KOFam_prokaryote_KEGG	7.9e-225	743.1	2.6.1.104	ntdA	N/A	N/A	1	436	435	428
O31613	23S rRNA pseudouridine1911/1915/1917 synthase	K06180	KOFam_prokaryote_KEGG	4e-95	316.1	5.4.99.23	rluD	N/A	N/A	10	279	269	428
O31648	[ribosomal protein S5]-alanine N-acetyltransferase	K03790	KOFam_prokaryote_KEGG	4.5e-24	82.3	2.3.1.267	rimJ	N/A	N/A	4	154	150	428
O34633	Hypothetical							N/A	N/A				
P49852	Nitric oxide dioxygenase	K05916	KOFam_prokaryote_KEGG	1.9e-173	574.3	1.14.12.17	hmp, YHB1	N/A	N/A	1	395	394	428
O34911	Energy-coupling factor transport system substrate-specific component	K24620	KOFam_prokaryote_KEGG	2.7e-80	265.4		ykoF	N/A	N/A	7	198	191	428
O34311	Diguanylate cyclase	K21023	KOFam_prokaryote_KEGG	3.1e-220	523.2	2.7.7.65	mucR	N/A	N/A	362	793	431	428
O31657	Heat shock protein HtpX	K03799	KOFam_prokaryote_KEGG	3.7e-69	230.1	3.4.24.-	htpX	N/A	N/A	12	297	285	428
O31680	Meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase	K18009	KOFam_prokaryote_KEGG	1.9e-74	247.0	1.1.1.- 1.1.1.76 1.1.1.304	budC	N/A	N/A	1	246	245	428
P16524	patA; aminotransferase	K00841	KOFam_prokaryote_FOAM	2e-168	556.7	2.6.1.-		N/A	N/A	4	385	381	428
O34857	Hypothetical							N/A	N/A				
O31707	ATP-binding cassette, subfamily B, multidrug efflux pump	K18889	KOFam_prokaryote_KEGG	6.3e-224	741.8		mdlA, smdA	N/A	N/A	1	573	572	428
O31708	ATP-binding cassette, subfamily B, multidrug efflux pump	K18890	KOFam_prokaryote_KEGG	6.7e-261	864.5		mdlB, smdB	N/A	N/A	17	601	584	428
Q45495	Peptide deformylase	K01462	KOFam_prokaryote_KEGG	6.3e-49	163.5	3.5.1.88	PDF, def	N/A	N/A	6	171	165	428
O31719	Hypothetical							N/A	N/A				
O07634	Hypothetical							N/A	N/A				
O34731	NTE family protein	K07001	KOFam_prokaryote_KEGG	1.8e-74	247.6			N/A	N/A	4	251	247	428
P17865	Cell division protein FtsZ	K03531	KOFam_prokaryote_KEGG	3.2e-169	560.1		ftsZ	N/A	N/A	12	380	368	428
O34764	sat, met3; sulfate adenylyltransferase	K00958	KOFam_prokaryote_FOAM	7.8e-173	573.1	2.7.7.4		N/A	N/A	1	376	375	428
Q7WY72	Extracellular matrix regulatory protein A	K09777	KOFam_prokaryote_KEGG	2.7e-45	149.6		remA	N/A	N/A	1	81	80	428
O34507	prkC, stkP; eukaryotic-like serine/threonine-protein kinase	K12132	KOFam_prokaryote_FOAM	3.9e-105	348.5	2.7.11.1		N/A	N/A	9	372	363	428
O34664	Thiamine pyrophosphokinase	K00949	KOFam_prokaryote_KEGG	3.2e-42	141.8	2.7.6.2	thiN, TPK1, THI80	N/A	N/A	5	210	205	428
P51831	3-oxoacyl-[acyl-carrier protein] reductase	K00059	KOFam_prokaryote_KEGG	7e-113	374.2	1.1.1.100	fabG, OAR1	N/A	N/A	2	246	244	428
P51834	Chromosome segregation protein	K03529	KOFam_prokaryote_KEGG	0.0	1121.7		smc	N/A	N/A	1	1181	1180	428
P39779	Transcriptional pleiotropic repressor	K03706	KOFam_prokaryote_KEGG	1.6e-123	407.8		codY	N/A	N/A	1	257	256	428
O31754	Regulator of sigma E protease	K11749	KOFam_prokaryote_KEGG	4.7e-128	424.2	3.4.24.-	rseP	N/A	N/A	3	421	418	428
P50850	Peptidoglycan-N-acetylglucosamine deacetylase	K22278	KOFam_prokaryote_KEGG	6e-60	200.3	3.5.1.104	pgdA	N/A	N/A	130	312	182	428
Q04805	Zinc protease	K07263	KOFam_prokaryote_KEGG	1.4e-92	307.9	3.4.24.-	pqqL	N/A	N/A	3	396	393	428
O31767	3-oxoacyl-[acyl-carrier protein] reductase	K00059	KOFam_prokaryote_KEGG	1.4e-76	254.7	1.1.1.100	fabG, OAR1	N/A	N/A	2	241	239	428
O31775	2',3'-cyclic-nucleotide 2'-phosphodiesterase	K09769	KOFam_prokaryote_KEGG	3.3e-125	413.5	3.1.4.16	ymdB	N/A	N/A	1	259	258	428
O31790	Lipoyl-dependent peroxiredoxin	K04063	KOFam_prokaryote_KEGG	2.7e-19	66.4	1.11.1.28	osmC, ohr	N/A	N/A	20	144	124	428
O31794	Hypothetical							N/A	N/A				
O31795	TRNA dimethylallyltransferase	K00791	KOFam_prokaryote_KEGG	5.6e-122	404.8	2.5.1.75	miaA, TRIT1	N/A	N/A	5	291	286	428
P31844	Hypothetical							N/A	N/A				
O31807	Hypothetical							N/A	N/A				
O31808	Spore germination protein	K06310	KOFam_prokaryote_KEGG	8.3e-223	736.9		yndD	N/A	N/A	18	519	501	428
O31809	Spore germination protein	K06311	KOFam_prokaryote_KEGG	6.3e-124	410.3		yndE	N/A	N/A	3	361	358	428
O31810	Spore germination protein	K06312	KOFam_prokaryote_KEGG	3.5e-163	539.5		yndF	N/A	N/A	1	402	401	428
P31080	Repressor LexA	K01356	KOFam_prokaryote_KEGG	1.3e-85	284.2	3.4.21.88	lexA	N/A	N/A	1	203	202	428
O34841	IseA protein	K23598	KOFam_prokaryote_KEGG	6.5e-55	182.8		iseA	N/A	N/A	1	181	180	428
O07509	proB; glutamate 5-kinase	K00931	KOFam_prokaryote_FOAM	1.3e-131	436.9	2.7.2.11		N/A	N/A	6	365	359	428
P0CI77	proC; pyrroline-5-carboxylate reductase	K00286	KOFam_prokaryote_FOAM	1.9e-95	317.6	1.5.1.2		N/A	N/A	11	283	272	428
P14802	butA, budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase	K03366	KOFam_prokaryote_FOAM	6.3e-71	235.1	1.1.1.- 1.1.1.76 1.1.1.304		N/A	N/A	3	219	216	428
O34930	Response regulator aspartate phosphatase K	K06369	KOFam_prokaryote_KEGG	1.2e-178	590.8	3.1.-.-	rapK	N/A	N/A	1	370	369	428
P80872	DnaK suppressor protein	K06204	KOFam_prokaryote_KEGG	4.6e-29	99.2		dksA	N/A	N/A	3	157	154	428
O34321	HSP20 family protein	K13993	KOFam_prokaryote_KEGG	1.1e-18	64.4		HSP20	N/A	N/A	22	156	134	428
O31853	Macrolide glycosyltransferase	K21251	KOFam_prokaryote_KEGG	3.7e-75	249.8		mgt, oleD	N/A	N/A	2	398	396	428
O31862	Gnt-I system high-affinity gluconate transporter	K06155	KOFam_prokaryote_KEGG	1.2e-165	548.3		gntT	N/A	N/A	1	442	441	428
O34666	Carboxyl-terminal processing protease	K03797	KOFam_prokaryote_KEGG	4.9e-126	418.7	3.4.21.102	E3.4.21.102, prc, ctpA	N/A	N/A	4	463	459	428
O34414	Hypothetical							N/A	N/A				
P54161	5'-3' exonuclease	K23786	KOFam_prokaryote_KEGG	7.9e-128	422.2	3.1.11.-	exoA	N/A	N/A	1	290	289	428
P0CI75	BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase	K03524	KOFam_prokaryote_KEGG	3.4e-80	267.0	6.3.4.15	birA	N/A	N/A	68	324	256	428
P42977	cca; tRNA nucleotidyltransferase (CCA-adding enzyme)	K00974	KOFam_prokaryote_FOAM	7.6e-99	328.5	2.7.7.72 3.1.3.- 3.1.4.-		N/A	N/A	10	387	377	428
P42982	L-malate glycosyltransferase	K00754	KOFam_prokaryote_KEGG	1.8e-102	340.5	2.4.1.-	bshA	N/A	N/A	2	375	373	428
