From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Annotation	Keywords	Keyword ID	Pfam	CDD	InterPro	NCBIfam	Protein families	PANTHER	KEGG	MEROPS	CAZy	Gene Ontology (biological process)	Gene Ontology (GO)	GeneID
BSU15440	Q45478	reviewed	YLYA_BACSU	Uncharacterized protein YlyA (ORF-T)	ylyA ylmK BSU15440	Bacillus subtilis (strain 168)	124		10.1038/36786; 10.1099/mic.0.027839-0	2.0	Metal-binding;Reference proteome;Zinc;Zinc-finger	KW-0479; KW-1185; KW-0862; KW-0863	PF01258;		IPR016841;IPR000962;IPR020458;			PTHR33823:SF5;PTHR33823;	bsu:BSU15440;				zinc ion binding [GO:0008270]	938068;
BSU13920	P37955	reviewed	SPLA_BACSU	Transcriptional regulator SplA	splA ykxI BSU13920	Bacillus subtilis (strain 168)	79		10.1128/jb.175.6.1735-1744.1993; 10.1038/36786; 10.1002/pro.5560020403	2.0	Reference proteome;Transcription;Transcription regulation	KW-1185; KW-0804; KW-0805	PF11132;		IPR022608;				bsu:BSU13920;					86874103;939728;
BSU27680	O32050	reviewed	YRBG_BACSU	UPF0702 transmembrane protein YrbG	yrbG BSU27680	Bacillus subtilis (strain 168)	218		10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF04239;		IPR007353;IPR023090;		UPF0702 family	PTHR34582;PTHR34582:SF6;	bsu:BSU27680;				plasma membrane [GO:0005886]	937535;
BSU37830	P39630	reviewed	RMLB_BACSU	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46) (Spore coat polysaccharide biosynthesis protein SpsJ)	rfbB spsJ BSU37830 ipa-72d	Bacillus subtilis (strain 168)	315		10.1111/j.1365-2958.1993.tb01963.x; 10.1038/36786; 10.1038/nchembio.1063	3.0	Lyase;NAD;Reference proteome	KW-0456; KW-0520; KW-1185	PF16363;	cd05246;	IPR005888;IPR016040;IPR036291;	TIGR01181;	NAD(P)-dependent epimerase/dehydratase family, dTDP-glucose dehydratase subfamily	PTHR43000;	bsu:BSU37830;			nucleotide-sugar metabolic process [GO:0009225]	dTDP-glucose 4,6-dehydratase activity [GO:0008460]; nucleotide-sugar metabolic process [GO:0009225]	937227;
BSU36420	P15281	reviewed	SP3D_BACSU	Stage III sporulation protein D (14 kDa transcription factor)	spoIIID BSU36420	Bacillus subtilis (strain 168)	93		10.1101/gad.3.11.1735; 10.1111/j.1365-2958.1990.tb00622.x; 10.1099/00221287-143-10-3313; 10.1038/36786; 10.1126/science.2492118	2.0	3D-structure;Direct protein sequencing;DNA-binding;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation	KW-0002; KW-0903; KW-0238; KW-1185; KW-0678; KW-0749; KW-0804; KW-0805	PF12116;		IPR014208;IPR018356;	TIGR02844;			bsu:BSU36420;			sporulation resulting in formation of a cellular spore [GO:0030435]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; sporulation resulting in formation of a cellular spore [GO:0030435]	92914561;936917;
BSU29150	O34811	reviewed	YTWI_BACSU	UPF0756 membrane protein YtwI	ytwI BSU29150	Bacillus subtilis (strain 168)	154		10.1099/00221287-143-11-3431; 10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF04284;		IPR007382;		UPF0756 family	PTHR38452;PTHR38452:SF1;	bsu:BSU29150;				plasma membrane [GO:0005886]	86872568;935947;
BSU19430	O31854	reviewed	CDAS_BACSU	Cyclic di-AMP synthase CdaS (c-di-AMP synthase) (EC 2.7.7.85) (Diadenylate cyclase) (DAC)	cdaS dacB yojJ BSU19430	Bacillus subtilis (strain 168)	207		10.1038/36786; 10.1099/mic.0.027839-0; 10.1111/j.1365-2958.2011.07953.x; 10.1126/science.1206848; 10.1074/jbc.m112.395491; 10.1074/jbc.m114.562066	5.0	ATP-binding;Coiled coil;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase	KW-0067; KW-0175; KW-0547; KW-0548; KW-1185; KW-0808	PF10372;PF02457;		IPR014046;IPR034693;IPR019457;IPR053472;IPR050338;IPR036888;IPR003390;	NF038328;	Adenylate cyclase family, DacB/CdaS subfamily	PTHR34185:SF2;PTHR34185;	bsu:BSU19430;			cAMP biosynthetic process [GO:0006171]	adenylate cyclase activity [GO:0004016]; ATP binding [GO:0005524]; diadenylate cyclase activity [GO:0106408]; cAMP biosynthetic process [GO:0006171]	939589;
BSU13710	O31674	reviewed	YKVI_BACSU	Uncharacterized membrane protein YkvI	ykvI BSU13710	Bacillus subtilis (strain 168)	347		10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133			IPR038728;			PTHR37814;PTHR37814:SF1;	bsu:BSU13710;				plasma membrane [GO:0005886]	939307;
BSU10390	O07622	reviewed	YHFW_BACSU	Putative Rieske 2Fe-2S iron-sulfur protein YhfW (EC 1.-.-.-)	yhfW BSU10390	Bacillus subtilis (strain 168)	509		10.1038/36786	2.0	2Fe-2S;Disulfide bond;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome	KW-0001; KW-1015; KW-0408; KW-0411; KW-0479; KW-0560; KW-1185	PF01266;PF00355;	cd03477;	IPR006076;IPR036188;IPR017941;IPR036922;IPR005805;IPR038010;		Rieske iron-sulfur protein family	PTHR13847:SF274;PTHR13847;	bsu:BSU10390;				cytoplasm [GO:0005737]; membrane [GO:0016020]; 2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	936319;
BSU27670	Q00758	reviewed	SP5B_BACSU	Stage V sporulation protein B (Stage III sporulation protein F)	spoVB spoIIIF BSU27670	Bacillus subtilis (strain 168)	518		10.1128/jb.173.24.7942-7949.1991; 10.1038/36786	2.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133	PF01943;PF14667;	cd13124;	IPR024923;IPR050833;IPR029303;IPR002797;IPR014249;	TIGR02900;	Polysaccharide synthase family	PTHR30250;PTHR30250:SF24;	bsu:BSU27670;			sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; sporulation resulting in formation of a cellular spore [GO:0030435]	938022;
BSU09350	O07530	reviewed	YHDB_BACSU	Uncharacterized protein YhdB	yhdB BSU09350	Bacillus subtilis (strain 168)	80		10.1099/00221287-144-4-859; 10.1038/36786	1.0	Reference proteome	KW-1185	PF14148;		IPR025431;				bsu:BSU09350;					939272;
BSU32860	O32180	reviewed	YUSN_BACSU	Uncharacterized protein YusN	yusN BSU32860	Bacillus subtilis (strain 168)	110		10.1038/36786	1.0	Reference proteome	KW-1185	PF07875;		IPR012851;				bsu:BSU32860;					937194;
BSU10950	O06739	reviewed	PSLS_BACSU	Phosphosulfolactate synthase (EC 4.4.1.19) ((2R)-phospho-3-sulfolactate synthase) (PSL synthase)	yitD BSU10950	Bacillus subtilis (strain 168)	252		10.1099/00221287-143-10-3309; 10.1038/36786; 10.1128/jb.183.7.2172-2177.2001	2.0	3D-structure;Lyase;Reference proteome	KW-0002; KW-0456; KW-1185	PF02679;		IPR013785;IPR003830;IPR036112;		Phosphosulfolactate synthase family	PTHR48413;PTHR48413:SF1;	bsu:BSU10950;				phosphosulfolactate synthase activity [GO:0043817]	939794;
BSU07920	O34840	reviewed	CHAA_BACSU	Ca(2+)/H(+) antiporter ChaA	chaA yfkE BSU07920	Bacillus subtilis (strain 168)	351		10.1099/13500872-142-11-3057; 10.1038/36786; 10.1007/s00203-009-0494-7; 10.1073/pnas.1302515110	5.0	3D-structure;Antiport;Calcium;Calcium transport;Cell membrane;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0002; KW-0050; KW-0106; KW-0109; KW-1003; KW-0406; KW-0472; KW-1185; KW-0812; KW-1133; KW-0813	PF01699;		IPR004713;IPR004798;IPR004837;IPR044880;	TIGR00378;	Ca(2+):cation antiporter (CaCA) (TC 2.A.19) family, Cation/proton exchanger (CAX) subfamily	PTHR31503;PTHR31503:SF22;	bsu:BSU07920;			calcium ion transmembrane transport [GO:0070588]; intracellular calcium ion homeostasis [GO:0006874]	plasma membrane [GO:0005886]; calcium:proton antiporter activity [GO:0015369]; calcium ion transmembrane transport [GO:0070588]; intracellular calcium ion homeostasis [GO:0006874]	939693;
BSU07280	O06485	reviewed	YFNG_BACSU	Putative sugar dehydratase/epimerase YfnG	yfnG BSU07280	Bacillus subtilis (strain 168)	322		10.1099/00221287-143-4-1317; 10.1038/36786	2.0	Carbohydrate metabolism;NAD;Reference proteome	KW-0119; KW-0520; KW-1185	PF16363;		IPR016040;IPR036291;		NAD(P)-dependent epimerase/dehydratase family	PTHR43000;	bsu:BSU07280;					938783;
BSU27300	O32031	reviewed	YRRS_BACSU	Uncharacterized membrane protein YrrS	yrrS BSU27300	Bacillus subtilis (strain 168)	233		10.1038/36786	2.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF07423;		IPR009988;				bsu:BSU27300;				plasma membrane [GO:0005886]	936614;
BSU25150	P54474	reviewed	YQFQ_BACSU	Uncharacterized protein YqfQ	yqfQ BSU25150	Bacillus subtilis (strain 168)	247		10.1099/13500872-142-11-3103; 10.1038/36786	1.0	Reference proteome	KW-1185	PF14181;		IPR025571;				bsu:BSU25150;					937910;
BSU37850	P39627	reviewed	SPSG_BACSU	Spore coat polysaccharide biosynthesis protein SpsG	spsG spsH BSU37850 ipa-69d/ipa-70d	Bacillus subtilis (strain 168)	339		10.1111/j.1365-2958.1993.tb01963.x; 10.1038/36786	2.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF04101;		IPR007235;			PTHR21015:SF22;PTHR21015;	bsu:BSU37850;				plasma membrane [GO:0005886]; glycosyltransferase activity [GO:0016757]; hexosyltransferase activity [GO:0016758]	937230;
BSU32100	O05267	reviewed	YUMB_BACSU	NADH dehydrogenase-like protein YumB (EC 1.6.-.-)	yumB BSU32100	Bacillus subtilis (strain 168)	406		10.1038/36786	2.0	FAD;Flavoprotein;Oxidoreductase;Reference proteome	KW-0274; KW-0285; KW-0560; KW-1185	PF07992;		IPR036188;IPR023753;IPR051169;		NADH dehydrogenase family	PTHR42913:SF3;PTHR42913;	bsu:BSU32100;			aerobic electron transport chain [GO:0019646]	NAD(P)H dehydrogenase (quinone) activity [GO:0003955]; aerobic electron transport chain [GO:0019646]	937062;
BSU32720	O32166	reviewed	YURZ_BACSU	Uncharacterized protein YurZ	yurZ BSU32720	Bacillus subtilis (strain 168)	125		10.1038/36786	1.0	Reference proteome	KW-1185	PF02627;		IPR029032;IPR003779;			PTHR33930;PTHR33930:SF2;	bsu:BSU32720;				oxidoreductase activity [GO:0016491]; peroxiredoxin activity [GO:0051920]	937080;
BSU33340	Q7WY58	reviewed	SSPJ_BACSU	Small, acid-soluble spore protein J (SASP J)	sspJ BSU33340	Bacillus subtilis (strain 168)	46		10.1038/36786; 10.1128/jb.180.24.6704-6712.1998	2.0	Direct protein sequencing;Reference proteome;Sporulation	KW-0903; KW-1185; KW-0749	PF09575;		IPR014220;	TIGR02863;			bsu:BSU33340;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	2914269;
BSU24390	P49782	reviewed	SP3AE_BACSU	Stage III sporulation protein AE	spoIIIAE BSU24390	Bacillus subtilis (strain 168)	399		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.00715-08	4.0	Cell membrane;Membrane;Reference proteome;Signal;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0732; KW-0749; KW-0812; KW-1133	PF09546;		IPR014194;	TIGR02829;			bsu:BSU24390;			sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; sporulation resulting in formation of a cellular spore [GO:0030435]	938569;
BSU02150	O31442	reviewed	YBEF_BACSU	Uncharacterized protein YbeF	ybeF BSU02150	Bacillus subtilis (strain 168)	82		10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF10852;		IPR020258;				bsu:BSU02150;				plasma membrane [GO:0005886]	938444;
BSU09165	P54599	reviewed	YHCO_BACSU	Uncharacterized protein YhcO	yhcO BSU09165 BSU09160/BSU09170	Bacillus subtilis (strain 168)	322		10.1099/13500872-142-11-3021; 10.1038/36786; 10.1099/mic.0.027839-0	1.0	Reference proteome;Signal	KW-1185; KW-0732							bsu:BSU09165;					936243;
BSU19950	P02958	reviewed	SSPC_BACSU	Small, acid-soluble spore protein C (SASP)	sspC BSU19950	Bacillus subtilis (strain 168)	72		10.1128/jb.161.1.333-339.1985; 10.1093/dnares/5.2.121; 10.1038/36786	2.0	3D-structure;DNA-binding;Reference proteome;Sporulation	KW-0002; KW-0238; KW-1185; KW-0749	PF00269;		IPR001448;IPR018126;IPR050847;IPR038300;		Alpha/beta-type SASP family	PTHR36107;PTHR36107:SF1;	bsu:BSU19950;			DNA topological change [GO:0006265]; sporulation resulting in formation of a cellular spore [GO:0030435]	double-stranded DNA binding [GO:0003690]; DNA topological change [GO:0006265]; sporulation resulting in formation of a cellular spore [GO:0030435]	939473;
BSU09400	P37875	reviewed	SP5R_BACSU	Stage V sporulation protein R	spoVR BSU09400	Bacillus subtilis (strain 168)	468		10.1128/jb.176.7.2003-2012.1994; 10.1099/00221287-144-4-859; 10.1038/36786	2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF04293;		IPR007390;			PTHR30029;PTHR30029:SF2;	bsu:BSU09400;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	939747;
BSU36970	P39151	reviewed	SP2R_BACSU	Stage II sporulation protein R	spoIIR BSU36970 ipc-27d	Bacillus subtilis (strain 168)	224		10.1038/36786	1.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF09551;		IPR014202;	TIGR02837;			bsu:BSU36970;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	937017;
BSU29510	O34917	reviewed	YTFI_BACSU	Uncharacterized protein YtfI	ytfI BSU29510	Bacillus subtilis (strain 168)	226		10.1099/00221287-143-11-3431; 10.1038/36786	1.0	Reference proteome;Signal	KW-1185; KW-0732	PF11167;		IPR021338;				bsu:BSU29510;					937342;
BSU33470	O32217	reviewed	BDBC_BACSU	Disulfide bond formation protein C (Disulfide oxidoreductase C) (Thiol-disulfide oxidoreductase C)	bdbC yvgU BSU33470	Bacillus subtilis (strain 168)	138		10.1038/36786; 10.1074/jbc.274.35.24531; 10.1128/jb.184.5.1423-1429.2002; 10.1074/jbc.m111380200; 10.1074/jbc.m201158200; 10.1101/gad.1945010	4.0	Cell membrane;Chaperone;Competence;Disulfide bond;Electron transport;Membrane;Oxidoreductase;Redox-active center;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-1003; KW-0143; KW-0178; KW-1015; KW-0249; KW-0472; KW-0560; KW-0676; KW-1185; KW-0812; KW-1133; KW-0813	PF02600;		IPR003752;IPR012187;IPR023380;		DsbB family, BdbC subfamily	PTHR43469;PTHR43469:SF1;	bsu:BSU33470;			establishment of competence for transformation [GO:0030420]; protein folding [GO:0006457]	membrane raft [GO:0045121]; plasma membrane [GO:0005886]; protein-disulfide reductase activity [GO:0015035]; establishment of competence for transformation [GO:0030420]; protein folding [GO:0006457]	936042;
BSU12340	O34346	reviewed	UXUA_BACSU	Mannonate dehydratase (EC 4.2.1.8) (D-mannonate hydro-lyase)	uxuA yjmE BSU12340	Bacillus subtilis (strain 168)	359		10.1099/00221287-144-4-877; 10.1038/36786; 10.1128/jb.181.2.426-433.1999	3.0	Iron;Lyase;Manganese;Reference proteome	KW-0408; KW-0456; KW-0464; KW-1185	PF03786;		IPR004628;IPR036237;	TIGR00695;	Mannonate dehydratase family	PTHR30387;PTHR30387:SF2;	bsu:BSU12340;			D-glucuronate catabolic process [GO:0042840]	ferrous iron binding [GO:0008198]; manganese ion binding [GO:0030145]; mannonate dehydratase activity [GO:0008927]; D-glucuronate catabolic process [GO:0042840]	939409;
BSU40460	O32296	reviewed	YYZB_BACSU	Uncharacterized protein YyzB	yyzB BSU40460	Bacillus subtilis (strain 168)	67		10.1038/36786	1.0	Reference proteome	KW-1185							bsu:BSU40460;					937821;
BSU12380	O34354	reviewed	UXAB_BACSU	Altronate oxidoreductase (EC 1.1.1.58) (Tagaturonate dehydrogenase) (Tagaturonate reductase)	uxaB yjmI BSU12380	Bacillus subtilis (strain 168)	480		10.1099/00221287-144-4-877; 10.1038/36786; 10.1128/jb.181.2.426-433.1999	3.0	NAD;Oxidoreductase;Reference proteome	KW-0520; KW-0560; KW-1185	PF01232;PF08125;		IPR008927;IPR013328;IPR023668;IPR000669;IPR013118;IPR013131;IPR036291;		Mannitol dehydrogenase family, UxaB subfamily	PTHR30524:SF0;PTHR30524;	bsu:BSU12380;			D-galacturonate catabolic process [GO:0019698]; mannitol catabolic process [GO:0019592]	cytosol [GO:0005829]; mannitol-1-phosphate 5-dehydrogenase activity [GO:0008926]; tagaturonate reductase activity [GO:0009026]; D-galacturonate catabolic process [GO:0019698]; mannitol catabolic process [GO:0019592]	936468;
BSU27750	O05391	reviewed	BOFC_BACSU	Protein BofC (Bypass-of-forespore protein C)	bofC BSU27750	Bacillus subtilis (strain 168)	170		10.1099/00221287-143-1-157; 10.1038/36786; 10.1074/jbc.m506910200	3.0	3D-structure;Reference proteome;Signal;Sporulation	KW-0002; KW-1185; KW-0732; KW-0749	PF08955;PF08977;		IPR015050;IPR038117;IPR015071;IPR038118;				bsu:BSU27750;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	937526;
BSU19689	C0H434	reviewed	YOKU_BACSU	Uncharacterized protein YokU	yokU BSU19689	Bacillus subtilis (strain 168)	92		10.1093/dnares/5.3.195; 10.1038/36786	1.0	Reference proteome	KW-1185	PF14122;	cd12870;	IPR022451;IPR022453;	TIGR03831;TIGR03829;			bsu:BSU19689;					8303010;
BSU21960	P54165	reviewed	YPEQ_BACSU	Uncharacterized protein YpeQ	ypeQ BSU21960	Bacillus subtilis (strain 168)	60		10.1099/13500872-142-11-3005; 10.1038/36786	1.0	Reference proteome	KW-1185	PF10782;		IPR019718;				bsu:BSU21960;					939077;
BSU18290	O34506	reviewed	YNGL_BACSU	UPF0713 protein YngL	yngL BSU18290	Bacillus subtilis (strain 168)	130		10.1099/00221287-143-11-3443; 10.1073/pnas.96.23.13294; 10.1038/36786	2.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF07098;		IPR010773;		UPF0713 family		bsu:BSU18290;				plasma membrane [GO:0005886]	939955;
BSU11510	O31603	reviewed	YJBE_BACSU	Uncharacterized membrane protein YjbE	yjbE BSU11510	Bacillus subtilis (strain 168)	218		10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF03741;		IPR005496;IPR022301;	TIGR03717;	TerC family	PTHR30238;PTHR30238:SF4;	bsu:BSU11510;				plasma membrane [GO:0005886]	939805;
BSU32950	O32189	reviewed	YUSW_BACSU	Uncharacterized protein YusW	yusW BSU32950	Bacillus subtilis (strain 168)	145		10.1038/36786	1.0	Coiled coil;Reference proteome;Signal	KW-0175; KW-1185; KW-0732	PF14039;		IPR025623;				bsu:BSU32950;					938599;
BSU38990	P42315	reviewed	SCOA_BACSU	Probable succinyl-CoA:3-ketoacid coenzyme A transferase subunit A (EC 2.8.3.5) (Succinyl-CoA:3-oxoacid CoA-transferase) (OXCT A)	scoA yxjD BSU38990 N15K	Bacillus subtilis (strain 168)	238		10.1099/13500872-142-11-3113; 10.1038/36786	2.0	3D-structure;Reference proteome;Transferase	KW-0002; KW-1185; KW-0808	PF01144;		IPR012792;IPR004165;IPR004163;IPR037171;	TIGR02429;	3-oxoacid CoA-transferase subunit A family	PTHR13707:SF60;PTHR13707;	bsu:BSU38990;				succinyl-CoA:3-oxo-acid CoA-transferase activity [GO:0008260]	937468;
BSU08980	P45742	reviewed	YHBH_BACSU	Stress response UPF0229 protein YhbH	yhbH yzdC BSU08980	Bacillus subtilis (strain 168)	392		10.1038/36786; 10.1099/00221287-148-5-1593	2.0	Reference proteome;Stress response	KW-1185; KW-0346	PF04285;		IPR014230;IPR006698;	TIGR02877;	UPF0229 family	PTHR30510;PTHR30510:SF2;	bsu:BSU08980;					936217;
BSU03110	P94383	reviewed	YCGH_BACSU	Uncharacterized transporter YcgH	ycgH BSU03110	Bacillus subtilis (strain 168)	446		10.1099/13500872-142-11-3047; 10.1038/36786; 10.1099/mic.0.027839-0	2.0	Amino-acid transport;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0029; KW-1003; KW-0472; KW-1185; KW-0812; KW-1133; KW-0813	PF00324;		IPR004841;		Amino acid-polyamine-organocation (APC) superfamily	PTHR43495;PTHR43495:SF5;	bsu:BSU03110;			amino acid transport [GO:0006865]; transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]; amino acid transport [GO:0006865]; transmembrane transport [GO:0055085]	938347;
BSU27570	O32040	reviewed	YRZK_BACSU	Uncharacterized protein YrzK	yrzK BSU27570	Bacillus subtilis (strain 168)	56		10.1038/36786	1.0	Reference proteome	KW-1185	PF17449;		IPR035378;				bsu:BSU27570;					936478;
BSU07770	O35036	reviewed	YFKS_BACSU	Uncharacterized protein YfkS	yfkS BSU07770	Bacillus subtilis (strain 168)	66		10.1016/s0378-1119(97)00130-3; 10.1038/36786	1.0	Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-0472; KW-1185; KW-0812; KW-1133							bsu:BSU07770;				membrane [GO:0016020]	86874762;936123;
