Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Virus hosts	Annotation	Keywords	Keyword ID
P00782	reviewed	SUBT_BACAM	Subtilisin BPN' (EC 3.4.21.62) (Alkaline protease) (Subtilisin DFE) (Subtilisin Novo)	apr	Bacillus amyloliquefaciens (Bacillus velezensis)	382	Q40059	10.1128/jb.159.3.811-819.1984; 10.1093/nar/11.22.7911; 10.1016/s0021-9258(18)99412-3; 10.1016/s1096-4959(02)00183-5; 10.1098/rstb.1970.0014; 10.1016/0022-2836(84)90150-5; 10.1021/bi00444a012; 10.1107/s0907444996007500; 10.1073/pnas.61.4.1440		5.0	3D-structure;Calcium;Direct protein sequencing;Hydrolase;Metal-binding;Protease;Secreted;Serine protease;Signal;Sporulation;Zymogen	KW-0002; KW-0106; KW-0903; KW-0378; KW-0479; KW-0645; KW-0964; KW-0720; KW-0732; KW-0749; KW-0865
P35150	reviewed	DACB_BACSU	D-alanyl-D-alanine carboxypeptidase DacB (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein 5*) (PBP-5*) (Penicillin-binding protein 5a) (PBP-5a)	dacB BSU23190	Bacillus subtilis (strain 168)	382		10.1128/jb.174.6.1717-1725.1992; 10.1111/j.1365-2958.1993.tb02670.x; 10.1038/36786; 10.1042/bj2300825; 10.1128/jb.165.2.498-503.1986		4.0	3D-structure;Carboxypeptidase;Cell shape;Cell wall biogenesis/degradation;Direct protein sequencing;Hydrolase;Membrane;Peptidoglycan synthesis;Protease;Reference proteome;Signal;Sporulation	KW-0002; KW-0121; KW-0133; KW-0961; KW-0903; KW-0378; KW-0472; KW-0573; KW-0645; KW-1185; KW-0732; KW-0749
P00783	reviewed	SUBT_BACSA	Subtilisin amylosacchariticus (EC 3.4.21.62)	apr	Bacillus subtilis subsp. amylosacchariticus	381		10.1093/oxfordjournals.jbchem.a122380; 10.1016/s0021-9258(20)81147-8; 10.1016/s0021-9258(20)81148-x		3.0	Calcium;Direct protein sequencing;Hydrolase;Metal-binding;Protease;Secreted;Serine protease;Signal;Sporulation;Zymogen	KW-0106; KW-0903; KW-0378; KW-0479; KW-0645; KW-0964; KW-0720; KW-0732; KW-0749; KW-0865
P04189	reviewed	SUBT_BACSU	Subtilisin E (EC 3.4.21.62)	aprE apr aprA sprE BSU10300	Bacillus subtilis (strain 168)	381		10.1128/jb.158.2.411-418.1984; 10.1099/00221287-144-4-859; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1073/pnas.81.4.1184; 10.1016/s0021-9258(18)47646-6; 10.1016/0014-5793(95)01145-5; 10.1128/jb.171.5.2657-2665.1989; 10.1128/jb.170.1.296-300.1988; 10.1016/s0021-9258(18)67507-6; 10.1038/339483a0; 10.1006/jmbi.1998.2161		5.0	3D-structure;Autocatalytic cleavage;Calcium;Direct protein sequencing;Hydrolase;Metal-binding;Protease;Reference proteome;Secreted;Serine protease;Signal;Sporulation;Zymogen	KW-0002; KW-0068; KW-0106; KW-0903; KW-0378; KW-0479; KW-0645; KW-1185; KW-0964; KW-0720; KW-0732; KW-0749; KW-0865
P29142	reviewed	SUBT_GEOSE	Subtilisin J (EC 3.4.21.62)	aprJ	Geobacillus stearothermophilus (Bacillus stearothermophilus)	381		10.1016/0006-291x(92)91189-w		3.0	Calcium;Hydrolase;Metal-binding;Protease;Secreted;Serine protease;Signal;Sporulation;Zymogen	KW-0106; KW-0378; KW-0479; KW-0645; KW-0964; KW-0720; KW-0732; KW-0749; KW-0865
P35835	reviewed	SUBN_BACNA	Subtilisin NAT (EC 3.4.21.62) (Nattokinase) (NK)	aprN	Bacillus subtilis subsp. natto	381		10.1271/bbb.56.1869; 10.1006/bbrc.1993.2624; 10.1107/s1744309110043137; 10.1107/s0909049513020700		5.0	3D-structure;Calcium;Direct protein sequencing;Hydrolase;Metal-binding;Protease;Secreted;Serine protease;Signal;Sporulation;Zymogen	KW-0002; KW-0106; KW-0903; KW-0378; KW-0479; KW-0645; KW-0964; KW-0720; KW-0732; KW-0749; KW-0865
P07789	reviewed	COTB_BACSU	Spore coat protein B	cotB BSU36050	Bacillus subtilis (strain 168)	380		10.1099/00221287-143-10-3313; 10.1038/36786; 10.1016/0022-2836(87)90506-7		1.0	Reference proteome;Sporulation	KW-1185; KW-0749
P45857	reviewed	ACDB_BACSU	Acyl-CoA dehydrogenase (EC 1.3.99.-)	mmgC yqiN BSU24150	Bacillus subtilis (strain 168)	379		10.1128/jb.178.16.4778-4786.1996; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0		2.0	3D-structure;FAD;Flavoprotein;Oxidoreductase;Reference proteome;Sporulation	KW-0002; KW-0274; KW-0285; KW-0560; KW-1185; KW-0749
Q00828	reviewed	RAPA_BACSU	Response regulator aspartate phosphatase A (EC 3.1.3.-) (Glucose starvation-inducible protein A) (Protein-aspartate phosphatase RapA) (Stage 0 sporulation protein L)	rapA gsiAA spo0L BSU12430	Bacillus subtilis (strain 168)	378		10.1128/jb.174.13.4361-4373.1992; 10.1038/36786; 10.1099/00221287-144-4-877; 10.1128/jb.174.13.4374-4383.1992; 10.1016/0092-8674(94)90035-3; 10.1073/pnas.93.4.1549; 10.1073/pnas.94.16.8612; 10.1074/jbc.m201086200; 10.1128/jb.06747-11		5.0	Cytoplasm;Hydrolase;Manganese;Protein phosphatase;Reference proteome;Repeat;Sporulation;TPR repeat	KW-0963; KW-0378; KW-0464; KW-0904; KW-1185; KW-0677; KW-0749; KW-0802
Q08352	reviewed	DHA_BACSU	Alanine dehydrogenase (EC 1.4.1.1) (Stage V sporulation protein N)	ald ski22 spoVN BSU31930	Bacillus subtilis (strain 168)	378		10.1128/jb.175.21.6789-6796.1993; 10.1038/36786; 10.1021/bi00523a002; 10.1021/bi00523a003; 10.1128/jb.00778-12		4.0	Cytoplasm;NAD;Nucleotide-binding;Oxidoreductase;Reference proteome;Sporulation	KW-0963; KW-0520; KW-0547; KW-0560; KW-1185; KW-0749
P46915	reviewed	COTSA_BACSU	Spore coat protein SA (EC 2.4.-.-)	cotSA ytbA ytxN BSU30910	Bacillus subtilis (strain 168)	377		10.1099/13500872-141-6-1433; 10.1099/00221287-143-11-3431; 10.1038/36786; 10.1111/j.1574-6968.1999.tb13569.x		2.0	Glycosyltransferase;Reference proteome;Sporulation;Transferase	KW-0328; KW-1185; KW-0749; KW-0808
P70962	reviewed	RAPB_BACSU	Response regulator aspartate phosphatase B (EC 3.1.3.-) (Protein-aspartate phosphatase RapB) (Stage 0 sporulation protein P)	rapB spo0P ywmE BSU36690	Bacillus subtilis (strain 168)	377		10.1016/0092-8674(94)90035-3; 10.1038/36786; 10.1073/pnas.94.16.8612; 10.1021/bi981340o; 10.1074/jbc.m201086200		4.0	Cytoplasm;Hydrolase;Manganese;Protein phosphatase;Reference proteome;Repeat;Sporulation;TPR repeat	KW-0963; KW-0378; KW-0464; KW-0904; KW-1185; KW-0677; KW-0749; KW-0802
Q59HN8	reviewed	RAPH_BACSU	Response regulator aspartate phosphatase H (EC 3.1.3.-) (PSP28)	rapH yeeH yzqA BSU06830	Bacillus subtilis (strain 168)	376	P06628	10.1038/36786; 10.1099/mic.0.027839-0; 10.1111/j.1365-2958.2006.05059.x; 10.1111/j.1365-2958.2007.05776.x; 10.1128/jb.05860-11; 10.1371/journal.pbio.1000589		5.0	3D-structure;Competence;Cytoplasm;Hydrolase;Protein phosphatase;Reference proteome;Repeat;Sporulation;TPR repeat	KW-0002; KW-0178; KW-0963; KW-0378; KW-0904; KW-1185; KW-0677; KW-0749; KW-0802
Q8CX61	reviewed	DHA_OCEIH	Alanine dehydrogenase (EC 1.4.1.1)	ald OB3225	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	376		10.1093/nar/gkf526		3.0	Cytoplasm;NAD;Nucleotide-binding;Oxidoreductase;Reference proteome;Sporulation	KW-0963; KW-0520; KW-0547; KW-0560; KW-1185; KW-0749
P45943	reviewed	RAPE_BACSU	Response regulator aspartate phosphatase E (EC 3.1.3.-)	rapE yqcH BSU25830	Bacillus subtilis (strain 168)	375		10.1099/13500872-141-2-323; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1016/0378-1119(95)00636-k; 10.1128/jb.182.2.303-310.2000		3.0	Coiled coil;Cytoplasm;Hydrolase;Protein phosphatase;Reference proteome;Repeat;Sporulation;TPR repeat	KW-0175; KW-0963; KW-0378; KW-0904; KW-1185; KW-0677; KW-0749; KW-0802
O34327	reviewed	RAPJ_BACSU	Response regulator aspartate phosphatase J (EC 3.1.3.-)	rapJ ycdE BSU02820	Bacillus subtilis (strain 168)	373	P94416; P06628	10.1099/00221287-143-8-2775; 10.1038/36786; 10.1371/journal.pbio.1000589; 10.1371/journal.pbio.1001512		5.0	3D-structure;Allosteric enzyme;Cytoplasm;Hydrolase;Protein phosphatase;Reference proteome;Repeat;Sporulation;TPR repeat	KW-0002; KW-0021; KW-0963; KW-0378; KW-0904; KW-1185; KW-0677; KW-0749; KW-0802
P17556	reviewed	DHA_LYSSH	Alanine dehydrogenase (EC 1.4.1.1)	ald	Lysinibacillus sphaericus (Bacillus sphaericus)	372		10.1021/bi00456a025; 10.1111/j.1432-1033.1979.tb02030.x		5.0	Cytoplasm;Direct protein sequencing;NAD;Nucleotide-binding;Oxidoreductase;Sporulation	KW-0963; KW-0903; KW-0520; KW-0547; KW-0560; KW-0749
P17557	reviewed	DHA_GEOSE	Alanine dehydrogenase (EC 1.4.1.1)	ald	Geobacillus stearothermophilus (Bacillus stearothermophilus)	372		10.1021/bi00456a025		3.0	Cytoplasm;Direct protein sequencing;NAD;Nucleotide-binding;Oxidoreductase;Sporulation	KW-0963; KW-0903; KW-0520; KW-0547; KW-0560; KW-0749
P45858	reviewed	MMGD_BACSU	Citrate/2-methylcitrate synthase (EC 2.3.3.-) (EC 2.3.3.16) (2-methylcitrate synthase) (2-MCS) (MCS) (Citrate synthase)	mmgD yqiO BSU24140	Bacillus subtilis (strain 168)	372		10.1128/jb.178.16.4778-4786.1996; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1021/acs.biochem.7b00778		4.0	Reference proteome;Sporulation;Transferase;Tricarboxylic acid cycle	KW-1185; KW-0749; KW-0808; KW-0816
P05516	reviewed	BINA2_LYSSH	Binary larvicide subunit BinA (41.9 kDa insecticidal toxin) (Larvicidal toxin protein P42)	binA	Lysinibacillus sphaericus (Bacillus sphaericus)	370		10.1093/nar/16.9.4168; 10.1128/jb.170.5.2045-2050.1988; 10.1128/aem.44.6.1449-1455.1982; 10.1099/00221287-138-7-1515; 10.1128/jb.175.2.510-518.1993		4.0	Disulfide bond;Sporulation;Toxin;Virulence	KW-1015; KW-0749; KW-0800; KW-0843
P06575	reviewed	BINA1_LYSSH	Binary larvicide subunit BinA (41.9 kDa insecticidal toxin) (Binary paracrystalline larvicide subunit BinA)	binA	Lysinibacillus sphaericus (Bacillus sphaericus)	370		10.1093/nar/15.14.5891; 10.1128/jb.170.5.2045-2050.1988; 10.1111/j.1365-2958.1987.tb00511.x; 10.1093/nar/17.18.7516; 10.1128/jb.163.2.738-747.1985; 10.1128/aem.53.6.1333-1337.1987; 10.1128/aem.52.4.758-764.1986; 10.1007/BF02199438; 10.1128/jb.175.2.510-518.1993; 10.1038/nature19825		5.0	3D-structure;Direct protein sequencing;Disulfide bond;Sporulation;Toxin;Virulence	KW-0002; KW-0903; KW-1015; KW-0749; KW-0800; KW-0843
P12963	reviewed	BINA3_LYSSH	Binary larvicide subunit BinA (41.9 kDa insecticidal toxin)	binA	Lysinibacillus sphaericus (Bacillus sphaericus)	370		10.1093/nar/17.18.7516; 10.1128/jb.175.2.510-518.1993		3.0	Disulfide bond;Sporulation;Toxin;Virulence	KW-1015; KW-0749; KW-0800; KW-0843
O31982	reviewed	BLYA_BACSU	N-acetylmuramoyl-L-alanine amidase BlyA (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)	blyA yomC BSU21410	Bacillus subtilis (strain 168)	367		10.1099/00221287-144-4-885; 10.1038/36786		3.0	Cell wall biogenesis/degradation;Competence;Hydrolase;Reference proteome;Secreted;Sporulation	KW-0961; KW-0178; KW-0378; KW-1185; KW-0964; KW-0749
P07373	reviewed	SP5E_BACSU	Stage V sporulation protein E	spoVE BSU15210	Bacillus subtilis (strain 168)	366		10.1093/nar/18.13.4021; 10.1099/00221287-132-7-1883; 10.1038/36786; 10.1099/00221287-139-2-361; 10.1016/0300-9084(92)90146-6; 10.1038/s41467-023-40483-8		4.0	Cell membrane;Cell shape;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0133; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133
P39072	reviewed	GERM_BACSU	Spore germination protein GerM	gerM BSU28380	Bacillus subtilis (strain 168)	366		10.1099/13500872-142-11-3067; 10.1038/36786; 10.1111/j.1574-6968.1994.tb07119.x; 10.1099/00221287-133-12-3299		2.0	3D-structure;Germination;Reference proteome;Sporulation	KW-0002; KW-0309; KW-1185; KW-0749
O07544	reviewed	YHEC_BACSU	Endospore coat-associated protein YheC	yheC BSU09780	Bacillus subtilis (strain 168)	363		10.1099/00221287-144-4-859; 10.1038/36786		2.0	Membrane;Reference proteome;Sporulation	KW-0472; KW-1185; KW-0749
Q45535	reviewed	COTH_BACSU	Inner spore coat protein H	cotH ywrH BSU36060	Bacillus subtilis (strain 168)	362		10.1128/jb.178.15.4375-4380.1996; 10.1128/jb.178.21.6407-6407.1996; 10.1099/00221287-143-10-3313; 10.1038/36786; 10.1128/jb.177.2.372-377.1995; 10.1128/jb.181.8.2631-2633.1999; 10.1128/jb.186.4.1110-1119.2004; 10.1128/jb.186.4.1129-1135.2004; 10.1099/mic.0.27356-0; 10.1128/jb.01425-07		3.0	Reference proteome;Sporulation	KW-1185; KW-0749
P24136	reviewed	OPPD_BACSU	Oligopeptide transport ATP-binding protein OppD (EC 7.4.2.6) (Stage 0 sporulation protein KD)	oppD spo0KD BSU11460	Bacillus subtilis (strain 168)	358		10.1111/j.1365-2958.1991.tb01838.x; 10.1128/jb.173.4.1388-1398.1991; 10.1038/36786; 10.1046/j.1365-2958.2003.03567.x		4.0	ATP-binding;Cell membrane;Competence;Membrane;Nucleotide-binding;Peptide transport;Protein transport;Reference proteome;Sporulation;Translocase;Transport	KW-0067; KW-1003; KW-0178; KW-0472; KW-0547; KW-0571; KW-0653; KW-1185; KW-0749; KW-1278; KW-0813
O34656	reviewed	COTI_BACSU	Spore coat protein I	cotI ytaA BSU30920	Bacillus subtilis (strain 168)	357		10.1099/13500872-141-6-1433; 10.1099/00221287-143-11-3431; 10.1038/36786; 10.1128/jb.185.4.1443-1454.2003		2.0	3D-structure;Reference proteome;Sporulation	KW-0002; KW-1185; KW-0749
P46914	reviewed	COTS_BACSU	Spore coat protein S (Coat protein 40 kDa component 2) (COT40-2)	cotS BSU30900	Bacillus subtilis (strain 168)	351		10.1099/13500872-141-6-1433; 10.1099/00221287-143-11-3431; 10.1038/36786; 10.1111/j.1348-0421.1993.tb01709.x; 10.1128/jb.185.4.1443-1454.2003		2.0	Direct protein sequencing;Reference proteome;Sporulation	KW-0903; KW-1185; KW-0749
P31114	reviewed	HEPS2_BACSU	Heptaprenyl diphosphate synthase component 2 (HepPP synthase subunit 2) (EC 2.5.1.30) (Spore germination protein C3)	hepT gerC3 gerCC hepB BSU22740	Bacillus subtilis (strain 168)	348		10.1038/36786; 10.1099/00221287-136-7-1335; 10.1099/00221287-144-8-2125		4.0	Isoprene biosynthesis;Magnesium;Metal-binding;Reference proteome;Sporulation;Transferase	KW-0414; KW-0460; KW-0479; KW-1185; KW-0749; KW-0808
O34505	reviewed	YTHB_BACSU	Putative cytochrome bd menaquinol oxidase subunit II	ythB BSU30720	Bacillus subtilis (strain 168)	346		10.1099/00221287-143-11-3431; 10.1038/36786; 10.1128/jb.182.23.6557-6564.2000		2.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133
P13251	reviewed	SP2D_BACAM	Stage II sporulation protein D	spoIID	Bacillus amyloliquefaciens (Bacillus velezensis)	344		10.1099/00221287-132-11-3025		2.0	Sporulation	KW-0749
P07372	reviewed	SP2D_BACSU	Stage II sporulation protein D (Stage II sporulation protein C)	spoIID spoIIC BSU36750	Bacillus subtilis (strain 168)	343		10.1099/00221287-132-2-341; 10.1038/36786		2.0	Reference proteome;Sporulation	KW-1185; KW-0749
P37956	reviewed	SPL_BACSU	Spore photoproduct lyase (EC 4.1.99.14)	splB spl BSU13930	Bacillus subtilis (strain 168)	342		10.1128/jb.175.6.1735-1744.1993; 10.1038/36786; 10.1099/00221287-143-10-3231; 10.1128/jb.176.13.3983-3991.1994; 10.1073/pnas.161278998; 10.1021/ja017784g; 10.1007/s00284-005-0052-8; 10.1039/b514103f; 10.1074/jbc.m603931200; 10.1074/jbc.m602297200; 10.1074/jbc.m806503200		5.0	4Fe-4S;DNA damage;DNA repair;DNA-binding;Iron;Iron-sulfur;Lyase;Metal-binding;Reference proteome;S-adenosyl-L-methionine;Sporulation	KW-0004; KW-0227; KW-0234; KW-0238; KW-0408; KW-0411; KW-0456; KW-0479; KW-1185; KW-0949; KW-0749
C9RZ55	reviewed	SPL_GEOSY	Spore photoproduct lyase (EC 4.1.99.14)	splG GYMC61_0226	Geobacillus sp. (strain Y412MC61)	341		10.1074/jbc.m607053200		4.0	4Fe-4S;DNA damage;DNA repair;DNA-binding;Iron;Iron-sulfur;Lyase;Metal-binding;S-adenosyl-L-methionine;Sporulation	KW-0004; KW-0227; KW-0234; KW-0238; KW-0408; KW-0411; KW-0456; KW-0479; KW-0949; KW-0749
Q45729	reviewed	C15AA_BACUT	Pesticidal crystal protein Cry15Aa (38 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXVA(a))	cry15Aa cryXVA(a)	Bacillus thuringiensis subsp. thompsoni	340		10.1128/jb.174.2.549-557.1992		2.0	Plasmid;Sporulation;Toxin;Virulence	KW-0614; KW-0749; KW-0800; KW-0843
O32123	reviewed	YUTH_BACSU	Endospore coat-associated protein YutH	yutH BSU32270	Bacillus subtilis (strain 168)	339		10.1038/36786; 10.1128/jb.186.14.4441-4448.2004		2.0	Membrane;Reference proteome;Sporulation	KW-0472; KW-1185; KW-0749
P40869	reviewed	SP5AD_BACSU	Stage V sporulation protein AD	spoVAD BSU23410	Bacillus subtilis (strain 168)	338		10.1099/00221287-131-5-1091; 10.1099/13500872-142-11-3103; 10.1038/36786		2.0	3D-structure;Reference proteome;Sporulation	KW-0002; KW-1185; KW-0749
P96619	reviewed	YDCC_BACSU	Sporulation protein YdcC	ydcC BSU04630	Bacillus subtilis (strain 168)	338		10.1038/36786; 10.1099/mic.0.26413-0		2.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133
Q97L63	reviewed	SPLB_CLOAB	Spore photoproduct lyase (EC 4.1.99.14)	splB CA_C0699	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W)	336		10.1128/jb.183.16.4823-4838.2001; 10.1021/ja807375c; 10.1007/s00775-010-0656-8		4.0	4Fe-4S;DNA damage;DNA repair;DNA-binding;Iron;Iron-sulfur;Lyase;Metal-binding;Reference proteome;S-adenosyl-L-methionine;Sporulation	KW-0004; KW-0227; KW-0234; KW-0238; KW-0408; KW-0411; KW-0456; KW-0479; KW-1185; KW-0949; KW-0749
P26905	reviewed	DPPD_BACSU	Dipeptide transport ATP-binding protein DppD (EC 7.4.2.9)	dppD dciAD BSU12950	Bacillus subtilis (strain 168)	335		10.1111/j.1365-2958.1991.tb00814.x; 10.1038/36786		3.0	ATP-binding;Cell membrane;Membrane;Nucleotide-binding;Peptide transport;Protein transport;Reference proteome;Sporulation;Translocase;Transport	KW-0067; KW-1003; KW-0472; KW-0547; KW-0571; KW-0653; KW-1185; KW-0749; KW-1278; KW-0813
Q7WY77	reviewed	PXPC_BACSU	5-oxoprolinase subunit C (5-OPase subunit C) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit C) (KipI antagonist) (Protein KipA)	pxpC kipA BSU04090	Bacillus subtilis (strain 168)	335		10.1099/13500872-141-12-3241; 10.1099/13500872-142-11-3047; 10.1038/36786; 10.1101/gr.9.11.1116; 10.1099/mic.0.027839-0; 10.1101/gad.11.19.2569; 10.1016/j.jmb.2010.10.047; 10.1074/jbc.m117.805028		4.0	ATP-binding;Hydrolase;Nucleotide-binding;Reference proteome;Sporulation	KW-0067; KW-0378; KW-0547; KW-1185; KW-0749
P37575	reviewed	SP2B_BACSU	Stage II sporulation protein B	spoIIB BSU28060	Bacillus subtilis (strain 168)	332		10.1128/jb.175.2.528-540.1993; 10.1038/36786; 10.1128/jb.182.4.1096-1108.2000		3.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133
Q9KCE0	reviewed	SLEB_HALH5	Spore cortex-lytic enzyme (SCLE)	sleB BH1631	Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	330		10.1093/nar/28.21.4317; 10.1007/s007920050120		2.0	Cell wall biogenesis/degradation;Germination;Hydrolase;Reference proteome;Signal;Sporulation	KW-0961; KW-0309; KW-0378; KW-1185; KW-0732; KW-0749
P42065	reviewed	APPF_BACSU	Oligopeptide transport ATP-binding protein AppF	appF BSU11370	Bacillus subtilis (strain 168)	329		10.1111/j.1365-2958.1994.tb00436.x; 10.1038/36786; 10.1099/mic.0.027839-0		3.0	ATP-binding;Cell membrane;Competence;Membrane;Nucleotide-binding;Peptide transport;Protein transport;Reference proteome;Sporulation;Transport	KW-0067; KW-1003; KW-0178; KW-0472; KW-0547; KW-0571; KW-0653; KW-1185; KW-0749; KW-0813
P42064	reviewed	APPD_BACSU	Oligopeptide transport ATP-binding protein AppD	appD BSU11360	Bacillus subtilis (strain 168)	328		10.1111/j.1365-2958.1994.tb00436.x; 10.1038/36786		3.0	ATP-binding;Cell membrane;Competence;Membrane;Nucleotide-binding;Peptide transport;Protein transport;Reference proteome;Sporulation;Transport	KW-0067; KW-1003; KW-0178; KW-0472; KW-0547; KW-0571; KW-0653; KW-1185; KW-0749; KW-0813
O32130	reviewed	LYTH_BACSU	L-Ala--D-Glu endopeptidase (EC 3.4.-.-) (Peptidoglycan hydrolase) (Sporulation-specific endopeptidase)	lytH yunA yutA BSU32340	Bacillus subtilis (strain 168)	326		10.1038/36786; 10.1128/jb.185.13.3813-3820.2003		3.0	Cell cycle;Cell wall biogenesis/degradation;Differentiation;Hydrolase;Metal-binding;Metalloprotease;Protease;Reference proteome;Signal;Sporulation;Zinc	KW-0131; KW-0961; KW-0221; KW-0378; KW-0479; KW-0482; KW-0645; KW-1185; KW-0732; KW-0749; KW-0862
P27643	reviewed	SP5K_BACSU	Stage V sporulation protein K	spoVK spoVJ BSU17420	Bacillus subtilis (strain 168)	322		10.1111/j.1365-2958.1991.tb00783.x; 10.1038/36786; 10.1099/mic.0.027839-0		2.0	ATP-binding;Nucleotide-binding;Reference proteome;Sporulation	KW-0067; KW-0547; KW-1185; KW-0749
O31700	reviewed	CSE15_BACSU	Sporulation protein cse15	cse15 yknT BSU14250	Bacillus subtilis (strain 168)	321		10.1128/jb.179.2.389-398.1997; 10.1038/36786		2.0	Coiled coil;Reference proteome;Sporulation	KW-0175; KW-1185; KW-0749
O06996	reviewed	COTR_BACSU	Putative sporulation hydrolase CotR (EC 3.1.1.-)	cotR yvdO BSU34530	Bacillus subtilis (strain 168)	320		10.1038/36786; 10.1046/j.1365-2958.2001.02708.x		2.0	Hydrolase;Lipid degradation;Lipid metabolism;Reference proteome;Sporulation	KW-0378; KW-0442; KW-0443; KW-1185; KW-0749
P26904	reviewed	DPPC_BACSU	Dipeptide transport system permease protein DppC	dppC dciAC BSU12940	Bacillus subtilis (strain 168)	320		10.1111/j.1365-2958.1991.tb00814.x; 10.1038/36786; 10.1016/0378-1119(88)90207-7		3.0	Cell membrane;Membrane;Peptide transport;Protein transport;Reference proteome;Sporulation;Transmembrane;Transmembrane helix;Transport	KW-1003; KW-0472; KW-0571; KW-0653; KW-1185; KW-0749; KW-0812; KW-1133; KW-0813
P06653	reviewed	ALYS_STRPN	Autolysin (EC 3.5.1.28) (Cell wall hydrolase) (Mucopeptide aminohydrolase) (Murein hydrolase) (N-acetylmuramoyl-L-alanine amidase)	lytA SP_1937	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	318		10.1016/0378-1119(86)90215-5; 10.1126/science.1061217		3.0	3D-structure;Cell wall biogenesis/degradation;Competence;Hydrolase;Reference proteome;Repeat;Secreted;Sporulation	KW-0002; KW-0961; KW-0178; KW-0378; KW-1185; KW-0677; KW-0964; KW-0749
O34391	reviewed	XLYB_BACSU	N-acetylmuramoyl-L-alanine amidase XlyB (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)	xlyB yjpB BSU12460	Bacillus subtilis (strain 168)	317		10.1038/36786		3.0	Cell wall biogenesis/degradation;Competence;Hydrolase;Reference proteome;Secreted;Signal;Sporulation	KW-0961; KW-0178; KW-0378; KW-1185; KW-0964; KW-0732; KW-0749
