gene	scaffold	scaffold.noperiod	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016073.1_82	NC_016073.1	NC_016073							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016163.1_49	NC_016163.1	NC_016163							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016163.1_56	NC_016163.1	NC_016163							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016163.1_69	NC_016163.1	NC_016163							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016164.1_27	NC_016164.1	NC_016164	K03086	sigA;RNA polymerase sigma factor RpoD	MISC	Transcription	Sigma factors	RNA synthesis and degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016165.1_11	NC_016165.1	NC_016165	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other		Sporulation	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016166.1_37	NC_016166.1	NC_016166	CE5	CE5 acetyl xylan esterase (EC 3.1.1.72); cutinase (EC 3.1.1.74)	carbon utilization	CAZY		Carbohydrate Esterases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016166.1_67	NC_016166.1	NC_016166							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016562.1_21	NC_016562.1	NC_016562							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016562.1_34	NC_016562.1	NC_016562							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016562.1_169	NC_016562.1	NC_016562							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016563.1_273	NC_016563.1	NC_016563							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016564.1_10	NC_016564.1	NC_016564	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016564.1_21	NC_016564.1	NC_016564	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016564.1_33	NC_016564.1	NC_016564	K02003	ABC.CD.A;	Transporters			Putative ABC transport system	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016566.1_7	NC_016566.1	NC_016566	K02338	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]	MISC	Information systems		"DNA polymerase III complex, bacteria"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016566.1_7	NC_016566.1	NC_016566	K02338	dnaN;DNA polymerase III subunit beta	MISC	DNA replication		Genetics	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016567.1_65	NC_016567.1	NC_016567							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016570.1_31	NC_016570.1	NC_016570							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016570.1_79	NC_016570.1	NC_016570							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016652.1_51	NC_016652.1	NC_016652	K02338	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]	MISC	Information systems		"DNA polymerase III complex, bacteria"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016652.1_51	NC_016652.1	NC_016652	K02338	dnaN;DNA polymerase III subunit beta	MISC	DNA replication		Genetics	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016656.1_12	NC_016656.1	NC_016656							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016656.1_38	NC_016656.1	NC_016656							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016656.1_45	NC_016656.1	NC_016656							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016657.1_19	NC_016657.1	NC_016657							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016657.1_44	NC_016657.1	NC_016657							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016658.1_9	NC_016658.1	NC_016658							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016658.1_48	NC_016658.1	NC_016658							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016659.1_2	NC_016659.1	NC_016659							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016659.1_33	NC_016659.1	NC_016659							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016659.1_39	NC_016659.1	NC_016659							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016762.1_14	NC_016762.1	NC_016762	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016764.1_16	NC_016764.1	NC_016764							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016766.1_8	NC_016766.1	NC_016766							1	MKEF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016766.1_60	NC_016766.1	NC_016766							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016767.1_14	NC_016767.1	NC_016767	GH5	"GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); licheninase (EC 3.2.1.73); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); chitosanase (EC 3.2.1.132); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146);"	carbon utilization	CAZY	"Amorphous Cellulose Backbone Cleavage, Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Xylan Backbone Cleavage (Hemicellulose), Beta-mannan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Chitin Oligo Cleavage"	Glycoside Hydrolases	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_017688.1_12	NC_017688.1	NC_017688	CE2	CE2 acetyl xylan esterase (EC 3.1.1.72).	carbon utilization	CAZY	Beta-mannan Oligo Cleavage (Hemicellulose)	Carbohydrate Esterases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_017695.1_12	NC_017695.1	NC_017695	CE2	CE2 acetyl xylan esterase (EC 3.1.1.72).	carbon utilization	CAZY	Beta-mannan Oligo Cleavage (Hemicellulose)	Carbohydrate Esterases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_017969.1_99	NC_017969.1	NC_017969							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_017974.1_68	NC_017974.1	NC_017974							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_017974.1_224	NC_017974.1	NC_017974							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_017976.1_25	NC_017976.1	NC_017976	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_017976.1_25	NC_017976.1	NC_017976	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_017985.1_2	NC_017985.1	NC_017985	GT2	"GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)"	carbon utilization	CAZY		GlycosylTransferases	1	MF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018085.1_25	NC_018085.1	NC_018085	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018088.1_17	NC_018088.1	NC_018088							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018276.1_29	NC_018276.1	NC_018276	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018276.1_29	NC_018276.1	NC_018276	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018276.1_64	NC_018276.1	NC_018276							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018277.1_28	NC_018277.1	NC_018277	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018280.1_33	NC_018280.1	NC_018280							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018283.1_36	NC_018283.1	NC_018283	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018835.1_67	NC_018835.1	NC_018835							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018837.1_83	NC_018837.1	NC_018837	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018837.1_90	NC_018837.1	NC_018837							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018843.1_31	NC_018843.1	NC_018843	K03496	parA;sporulation initiation inhibitor protein Soj	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018843.1_47	NC_018843.1	NC_018843							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018843.1_88	NC_018843.1	NC_018843	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018856.1_164	NC_018856.1	NC_018856	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018857.1_9	NC_018857.1	NC_018857							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018859.1_55	NC_018859.1	NC_018859							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018860.1_13	NC_018860.1	NC_018860	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018860.1_13	NC_018860.1	NC_018860	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018860.1_18	NC_018860.1	NC_018860							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018860.1_96	NC_018860.1	NC_018860	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018860.1_104	NC_018860.1	NC_018860	K03091	sigH;RNA polymerase sigma-H factor	MISC	Transcription	Sigma factors	RNA synthesis and degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018860.1_104	NC_018860.1	NC_018860	K03091	sigE;RNA polymerase sigma-E factor	MISC	Sigma factors and their control	Sigma factors	Regulation of gene expression	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018860.1_104	NC_018860.1	NC_018860	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018860.1_104	NC_018860.1	NC_018860	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018861.1_46	NC_018861.1	NC_018861							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018861.1_75	NC_018861.1	NC_018861							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018861.1_88	NC_018861.1	NC_018861							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018863.1_12	NC_018863.1	NC_018863							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018863.1_133	NC_018863.1	NC_018863	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019398.1_117	NC_019398.1	NC_019398	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019398.1_144	NC_019398.1	NC_019398							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019398.1_237	NC_019398.1	NC_019398							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019398.1_242	NC_019398.1	NC_019398							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019399.1_61	NC_019399.1	NC_019399	GT72	GT72 UDP-Glc: DNA alpha-glucosyltransferase (EC 2.4.1.26)	carbon utilization	CAZY		GlycosylTransferases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019400.1_87	NC_019400.1	NC_019400							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019400.1_100	NC_019400.1	NC_019400							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019400.1_126	NC_019400.1	NC_019400							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019400.1_173	NC_019400.1	NC_019400							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019401.1_70	NC_019401.1	NC_019401							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019401.1_115	NC_019401.1	NC_019401							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019401.1_123	NC_019401.1	NC_019401							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019401.1_311	NC_019401.1	NC_019401	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019402.1_61	NC_019402.1	NC_019402	K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019405.1_77	NC_019405.1	NC_019405							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019405.1_89	NC_019405.1	NC_019405							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019405.1_103	NC_019405.1	NC_019405	CBM32	"CBM32 Binding to galactose and lactose has been demonstrated for the module of Micromonospora viridifaciens sialidase (PMID: 16239725). Binding to polygalacturonic acid has been shown for a Yersinia member (PMID: 17292916). Binding to LacNAc (beta-D-galactosyl-1,4-beta-D-N-acetylglucosamine) has been shown for an N-acetylglucosaminidase from Clostridium perfingens (PMID: 16990278)."	carbon utilization	CAZY		Carbohydrate-Binding Modules	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019405.1_126	NC_019405.1	NC_019405	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019405.1_161	NC_019405.1	NC_019405							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019406.1_86	NC_019406.1	NC_019406							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019406.1_99	NC_019406.1	NC_019406	K01462	defB;peptide deformylase	MISC	Sulfur metabolism	Conversion of S-methyl cysteine to cysteine	Additional metabolic pathways	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019406.1_103	NC_019406.1	NC_019406							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019406.1_124	NC_019406.1	NC_019406	GT9	GT9 lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); heptosyltransferase (EC 2.4.-.-).	carbon utilization	CAZY		GlycosylTransferases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019406.1_153	NC_019406.1	NC_019406	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019406.1_196	NC_019406.1	NC_019406							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019406.1_223	NC_019406.1	NC_019406							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019407.1_74	NC_019407.1	NC_019407							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019407.1_84	NC_019407.1	NC_019407							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019407.1_121	NC_019407.1	NC_019407	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019407.1_158	NC_019407.1	NC_019407							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019408.1_76	NC_019408.1	NC_019408							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019408.1_85	NC_019408.1	NC_019408							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019408.1_99	NC_019408.1	NC_019408	CBM32	"CBM32 Binding to galactose and lactose has been demonstrated for the module of Micromonospora viridifaciens sialidase (PMID: 16239725). Binding to polygalacturonic acid has been shown for a Yersinia member (PMID: 17292916). Binding to LacNAc (beta-D-galactosyl-1,4-beta-D-N-acetylglucosamine) has been shown for an N-acetylglucosaminidase from Clostridium perfingens (PMID: 16990278)."	carbon utilization	CAZY		Carbohydrate-Binding Modules	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019408.1_119	NC_019408.1	NC_019408	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019408.1_156	NC_019408.1	NC_019408							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019410.1_78	NC_019410.1	NC_019410							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_019410.1_87	NC_019410.1	NC_019410							1	MK
