Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Virus hosts	Annotation	Keywords	Keyword ID	Pfam	CDD	InterPro	NCBIfam	Protein families	PANTHER
P21477	reviewed	RS20_BACSU	Small ribosomal subunit protein bS20 (30S ribosomal protein S20) (BS20)	rpsT yqeO BSU25550	Bacillus subtilis (strain 168)	88		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1007/bf00330792; 10.1128/jb.173.1.291-300.1991; 10.1073/pnas.1808535115		3.0	3D-structure;Direct protein sequencing;Reference proteome;Ribonucleoprotein;Ribosomal protein;RNA-binding;rRNA-binding	KW-0002; KW-0903; KW-1185; KW-0687; KW-0689; KW-0694; KW-0699	PF01649;		IPR002583;IPR036510;	TIGR00029;	Bacterial ribosomal protein bS20 family	PTHR33398;PTHR33398:SF1;
P21886	reviewed	SAS1_CLOPE	Small, acid-soluble spore protein C1 (ASSP) (SASP) (SSP-2)	sspC1 ssp2 CPE2064	Clostridium perfringens (strain 13 / Type A)	59		10.1016/0378-1119(90)90169-r; 10.1016/0378-1097(91)90539-m; 10.1073/pnas.022493799		3.0	Direct protein sequencing;DNA-binding;Reference proteome;Sporulation	KW-0903; KW-0238; KW-1185; KW-0749	PF00269;		IPR001448;IPR018126;IPR050847;IPR038300;		Alpha/beta-type SASP family	PTHR36107;PTHR36107:SF1;
P21887	reviewed	SAS2_CLOPE	Small, acid-soluble spore protein C2 (ASSP) (SASP) (SSP-3)	sspC2 ssp3 CPE1423	Clostridium perfringens (strain 13 / Type A)	60		10.1016/0378-1119(90)90169-r; 10.1016/0378-1097(91)90539-m; 10.1073/pnas.022493799		3.0	Direct protein sequencing;DNA-binding;Reference proteome;Sporulation	KW-0903; KW-0238; KW-1185; KW-0749	PF00269;		IPR001448;IPR018126;IPR050847;IPR038300;		Alpha/beta-type SASP family	PTHR36107;PTHR36107:SF1;
P23630	reviewed	DCDA_BACSU	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	lysA lys BSU23380	Bacillus subtilis (strain 168)	439		10.1093/nar/17.23.10105; 10.1111/j.1365-2958.1993.tb02670.x; 10.1271/bbb1961.55.1615; 10.1099/13500872-142-11-3103; 10.1038/36786		3.0	Amino-acid biosynthesis;Decarboxylase;Lyase;Lysine biosynthesis;Pyridoxal phosphate;Reference proteome	KW-0028; KW-0210; KW-0456; KW-0457; KW-0663; KW-1185	PF02784;PF00278;	cd06828;	IPR009006;IPR002986;IPR022643;IPR022657;IPR022644;IPR022653;IPR000183;IPR029066;	TIGR01048;	Orn/Lys/Arg decarboxylase class-II family, LysA subfamily	PTHR43727;PTHR43727:SF2;
P24219	reviewed	RP54_BACSU	RNA polymerase sigma-54 factor	sigL BSU34200	Bacillus subtilis (strain 168)	436		10.1073/pnas.88.20.9092; 10.1099/13500872-142-11-3089; 10.1038/36786; 10.1002/pmic.201000790		3.0	DNA-binding;DNA-directed RNA polymerase;Nucleotidyltransferase;Reference proteome;Sigma factor;Transcription;Transcription regulation;Transferase	KW-0238; KW-0240; KW-0548; KW-1185; KW-0731; KW-0804; KW-0805; KW-0808	PF00309;PF04963;PF04552;		IPR000394;IPR007046;IPR007634;IPR038709;	TIGR02395;	Sigma-54 factor family	PTHR32248;PTHR32248:SF4;
P24282	reviewed	BOFA_BACSU	Sigma-K factor-processing regulatory protein BofA (Bypass-of-forespore protein A)	bofA BSU00230	Bacillus subtilis (strain 168)	87		10.1093/nar/18.23.6771; 10.1093/dnares/1.1.1; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.174.10.3177-3184.1992; 10.1099/00221287-143-4-1053; 10.1128/jb.181.17.5384-5388.1999; 10.1101/gad.977702; 10.1073/pnas.0307709101		3.0	Membrane;Metal-binding;Reference proteome;Sporulation;Transmembrane;Transmembrane helix;Zinc	KW-0472; KW-0479; KW-1185; KW-0749; KW-0812; KW-1133; KW-0862	PF07441;		IPR010001;	TIGR02862;		
P24469	reviewed	C550_BACSU	Cytochrome c-550 (Cytochrome c A)	cccA BSU25190	Bacillus subtilis (strain 168)	120	P35160	10.1016/s0021-9258(18)77439-5; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1111/j.1432-1033.1993.tb17687.x		3.0	Cell membrane;Electron transport;Heme;Iron;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-1003; KW-0249; KW-0349; KW-0408; KW-0472; KW-0479; KW-1185; KW-0812; KW-1133; KW-0813	PF13442;		IPR009056;IPR036909;IPR012218;IPR054780;IPR051811;	NF045773;		PTHR37823:SF2;PTHR37823;
P24556	reviewed	LYTA_STAAU	Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)	lytA	Staphylococcus aureus	481		10.1016/0378-1119(91)90547-o		3.0	Cell wall biogenesis/degradation;Competence;Hydrolase;Secreted;Sporulation	KW-0961; KW-0178; KW-0378; KW-0964; KW-0749	PF01510;PF05257;PF08460;	cd06583;	IPR036505;IPR002502;IPR007921;IPR038765;IPR003646;		N-acetylmuramoyl-L-alanine amidase 2 family	
P24808	reviewed	CWLA_BACSU	N-acetylmuramoyl-L-alanine amidase CwlA (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)	cwlA BSU25900	Bacillus subtilis (strain 168)	272		10.1099/00221287-136-11-2209; 10.1099/00221287-137-8-1987; 10.1099/13500872-141-2-323; 10.1099/13500872-142-11-3103; 10.1038/36786		3.0	Cell wall biogenesis/degradation;Competence;Direct protein sequencing;Hydrolase;Reference proteome;Sporulation	KW-0961; KW-0178; KW-0903; KW-0378; KW-1185; KW-0749	PF01510;PF01471;	cd06583;	IPR036505;IPR002502;IPR051206;IPR002477;IPR036365;IPR036366;		N-acetylmuramoyl-L-alanine amidase 2 family	PTHR30417;PTHR30417:SF11;
P25953	reviewed	COMGA_BACSU	Competence protein ComGA (ComG operon protein 1)	comGA comG1 BSU24730	Bacillus subtilis (strain 168)	356		10.1128/jb.171.10.5386-5404.1989; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1128/jb.180.1.41-45.1998; 10.1046/j.1365-2958.1998.00989.x; 10.1046/j.1365-2958.2002.02833.x; 10.1128/jb.184.9.2344-2351.2002; 10.1016/j.cell.2005.04.035; 10.1111/j.1365-2958.2007.05799.x		3.0	ATP-binding;Cell membrane;Competence;Membrane;Nucleotide-binding;Reference proteome;Transport	KW-0067; KW-1003; KW-0178; KW-0472; KW-0547; KW-1185; KW-0813	PF00437;	cd01129;	IPR003593;IPR047667;IPR027417;IPR001482;	NF041000;	GSP E family	PTHR30258:SF2;PTHR30258;
P25956	reviewed	COMGD_BACSU	Competence protein ComGD (ComG operon protein 4) (Minor pilin ComGD)	comGD comG4 BSU24700	Bacillus subtilis (strain 168)	143		10.1128/jb.171.10.5386-5404.1989; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1128/jb.180.1.41-45.1998; 10.1046/j.1365-2958.1998.00989.x		3.0	Cell membrane;Competence;Membrane;Methylation;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-1003; KW-0178; KW-0472; KW-0488; KW-1185; KW-0812; KW-1133; KW-0813	PF07963;		IPR016785;IPR012902;IPR045584;IPR002416;	NF040982;TIGR02532;		
P25957	reviewed	COMGE_BACSU	ComG operon protein 5	comGE comG5 BSU24690	Bacillus subtilis (strain 168)	115		10.1128/jb.171.10.5386-5404.1989; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1128/jb.180.1.41-45.1998; 10.1046/j.1365-2958.1998.00989.x		3.0	Cell membrane;Competence;Membrane;Methylation;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-1003; KW-0178; KW-0472; KW-0488; KW-1185; KW-0812; KW-1133; KW-0813			IPR012902;IPR053468;	NF041013;		
P26497	reviewed	SP0J_BACSU	Stage 0 sporulation protein J	spo0J BSU40960	Bacillus subtilis (strain 168)	282		10.1093/dnares/1.1.1; 10.1111/j.1365-2958.1992.tb01510.x; 10.1038/36786; 10.1128/jb.173.6.1911-1919.1991; 10.1128/jb.176.17.5320-5329.1994		3.0	3D-structure;Chromosome partition;DNA-binding;Reference proteome;Sporulation	KW-0002; KW-0159; KW-0238; KW-1185; KW-0749	PF17762;PF02195;	cd16393;	IPR050336;IPR041468;IPR004437;IPR003115;IPR036086;	TIGR00180;	ParB family	PTHR33375;PTHR33375:SF1;
P26778	reviewed	SP2AB_BACLI	Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)	spoIIAB	Bacillus licheniformis	146		10.1099/00221287-135-4-767		3.0	ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase	KW-0067; KW-0418; KW-0547; KW-0723; KW-0749; KW-0808	PF13581;		IPR050267;IPR010194;IPR036890;IPR003594;	TIGR01925;	Anti-sigma-factor family	PTHR35526:SF7;PTHR35526;
P26899	reviewed	ASPA_BACSU	Aspartate ammonia-lyase (Aspartase) (EC 4.3.1.1)	ansB BSU23570	Bacillus subtilis (strain 168)	475		10.1128/jb.173.12.3831-3845.1991; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0		3.0	Direct protein sequencing;Lyase;Reference proteome	KW-0903; KW-0456; KW-1185	PF10415;PF00206;	cd01357;	IPR004708;IPR051546;IPR024083;IPR018951;IPR020557;IPR000362;IPR022761;IPR008948;	TIGR00839;	Class-II fumarase/aspartase family, Aspartase subfamily	PTHR42696;PTHR42696:SF2;
P26903	reviewed	DPPB_BACSU	Dipeptide transport system permease protein DppB	dppB dciAB BSU12930	Bacillus subtilis (strain 168)	308		10.1111/j.1365-2958.1991.tb00814.x; 10.1038/36786		3.0	Cell membrane;Membrane;Peptide transport;Protein transport;Reference proteome;Sporulation;Transmembrane;Transmembrane helix;Transport	KW-1003; KW-0472; KW-0571; KW-0653; KW-1185; KW-0749; KW-0812; KW-1133; KW-0813	PF00528;PF19300;	cd06261;	IPR045621;IPR000515;IPR035906;		Binding-protein-dependent transport system permease family, OppBC subfamily	PTHR43163;PTHR43163:SF6;
P26904	reviewed	DPPC_BACSU	Dipeptide transport system permease protein DppC	dppC dciAC BSU12940	Bacillus subtilis (strain 168)	320		10.1111/j.1365-2958.1991.tb00814.x; 10.1038/36786; 10.1016/0378-1119(88)90207-7		3.0	Cell membrane;Membrane;Peptide transport;Protein transport;Reference proteome;Sporulation;Transmembrane;Transmembrane helix;Transport	KW-1003; KW-0472; KW-0571; KW-0653; KW-1185; KW-0749; KW-0812; KW-1133; KW-0813	PF00528;PF12911;	cd06261;	IPR050366;IPR000515;IPR035906;IPR025966;		Binding-protein-dependent transport system permease family, OppBC subfamily	PTHR43386;PTHR43386:SF22;
P26905	reviewed	DPPD_BACSU	Dipeptide transport ATP-binding protein DppD (EC 7.4.2.9)	dppD dciAD BSU12950	Bacillus subtilis (strain 168)	335		10.1111/j.1365-2958.1991.tb00814.x; 10.1038/36786		3.0	ATP-binding;Cell membrane;Membrane;Nucleotide-binding;Peptide transport;Protein transport;Reference proteome;Sporulation;Translocase;Transport	KW-0067; KW-1003; KW-0472; KW-0547; KW-0571; KW-0653; KW-1185; KW-0749; KW-1278; KW-0813	PF00005;PF08352;	cd03257;	IPR003593;IPR050388;IPR003439;IPR017871;IPR013563;IPR027417;	TIGR01727;	ABC transporter superfamily	PTHR43297;PTHR43297:SF2;
P26906	reviewed	DPPE_BACSU	Dipeptide-binding protein DppE	dppE dciAE BSU12960	Bacillus subtilis (strain 168)	543		10.1111/j.1365-2958.1991.tb00814.x; 10.1038/36786; 10.1099/mic.0.027839-0		3.0	3D-structure;Cell membrane;Lipoprotein;Membrane;Palmitate;Peptide transport;Protein transport;Reference proteome;Signal;Sporulation;Transport	KW-0002; KW-1003; KW-0449; KW-0472; KW-0564; KW-0571; KW-0653; KW-1185; KW-0732; KW-0749; KW-0813	PF00496;	cd08504;	IPR030678;IPR039424;IPR023765;IPR000914;		Bacterial solute-binding protein 5 family	PTHR30290;PTHR30290:SF10;
P26907	reviewed	GSIB_BACSU	Glucose starvation-inducible protein B (General stress protein B)	gsiB BSU04400	Bacillus subtilis (strain 168)	123		10.1128/jb.174.13.4361-4373.1992; 10.1038/36786; 10.1099/00221287-140-4-741		3.0	Direct protein sequencing;Reference proteome;Repeat;Stress response	KW-0903; KW-1185; KW-0677; KW-0346	PF10685;		IPR019626;IPR052590;			PTHR36569;PTHR36569:SF5;
P26908	reviewed	RL21_BACSU	Large ribosomal subunit protein bL21 (50S ribosomal protein L21) (BL20)	rplU BSU27960	Bacillus subtilis (strain 168)	102		10.1016/0022-2836(91)90931-u; 10.1038/36786; 10.1073/pnas.1808535115		3.0	3D-structure;Reference proteome;Ribonucleoprotein;Ribosomal protein;RNA-binding;rRNA-binding	KW-0002; KW-1185; KW-0687; KW-0689; KW-0694; KW-0699	PF00829;		IPR028909;IPR036164;IPR001787;IPR018258;	TIGR00061;	Bacterial ribosomal protein bL21 family	PTHR21349:SF0;PTHR21349;
P28842	reviewed	SUBT_BACS9	Subtilisin (EC 3.4.21.62)	sub1	Bacillus sp. (strain TA39)	420		10.1016/0167-4781(92)90108-c		3.0	Calcium;Hydrolase;Metal-binding;Protease;Secreted;Serine protease;Signal;Sporulation;Zymogen	KW-0106; KW-0378; KW-0479; KW-0645; KW-0964; KW-0720; KW-0732; KW-0749; KW-0865	PF00082;		IPR000209;IPR036852;IPR023827;IPR022398;IPR023828;IPR050131;IPR015500;		Peptidase S8 family	PTHR43806:SF59;PTHR43806;
P29142	reviewed	SUBT_GEOSE	Subtilisin J (EC 3.4.21.62)	aprJ	Geobacillus stearothermophilus (Bacillus stearothermophilus)	381		10.1016/0006-291x(92)91189-w		3.0	Calcium;Hydrolase;Metal-binding;Protease;Secreted;Serine protease;Signal;Sporulation;Zymogen	KW-0106; KW-0378; KW-0479; KW-0645; KW-0964; KW-0720; KW-0732; KW-0749; KW-0865	PF05922;PF00082;	cd07477;	IPR000209;IPR036852;IPR023827;IPR022398;IPR023828;IPR050131;IPR015500;IPR010259;IPR037045;IPR034202;		Peptidase S8 family	PTHR43806:SF59;PTHR43806;
P31112	reviewed	HEPS1_BACSU	Heptaprenyl diphosphate synthase component 1 (HepPP synthase subunit 1) (EC 2.5.1.30) (Spore germination protein C1)	hepS gerC1 gerCA hepA BSU22760	Bacillus subtilis (strain 168)	251		10.1038/36786; 10.1099/00221287-136-7-1335; 10.1099/00221287-144-8-2125		3.0	Isoprene biosynthesis;Reference proteome;Sporulation;Transferase	KW-0414; KW-1185; KW-0749; KW-0808	PF07307;		IPR009920;			
P32393	reviewed	COMEB_BACSU	ComE operon protein 2 (EC 3.5.-.-)	comEB comE2 BSU25580	Bacillus subtilis (strain 168)	189		10.1111/j.1365-2958.1993.tb00907.x; 10.1099/13500872-142-11-3103; 10.1038/36786		3.0	Hydrolase;Metal-binding;Reference proteome;Zinc	KW-0378; KW-0479; KW-1185; KW-0862	PF00383;	cd01286;	IPR016192;IPR002125;IPR013404;IPR016193;IPR015517;IPR035105;	TIGR02571;	Cytidine and deoxycytidylate deaminase family	PTHR11086:SF18;PTHR11086;
P32729	reviewed	YLXQ_BACSU	RNA-binding protein YlxQ	rulQ rplGA ylxQ ymxC BSU16620	Bacillus subtilis (strain 168)	100		10.1128/jb.175.10.2880-2887.1993; 10.1038/36786; 10.1128/jb.01786-06; 10.1261/rna.031518.111		3.0	3D-structure;Reference proteome;RNA-binding	KW-0002; KW-1185; KW-0694	PF01248;		IPR029064;IPR004037;IPR004038;		Eukaryotic ribosomal protein eL8 family	
P32959	reviewed	PBPE_BACSU	Penicillin-binding protein 4* (PBP 4*) (PBP 4A) (Penicillin-binding protein E)	pbpE BSU34440	Bacillus subtilis (strain 168)	451		10.1128/jb.175.10.2917-2925.1993; 10.1038/36786; 10.1128/jb.165.2.498-503.1986		3.0	Cell shape;Cell wall biogenesis/degradation;Direct protein sequencing;Hydrolase;Membrane;Peptidoglycan synthesis;Reference proteome;Sporulation	KW-0133; KW-0961; KW-0903; KW-0378; KW-0472; KW-0573; KW-1185; KW-0749	PF00144;PF11954;		IPR050491;IPR001466;IPR012338;IPR021860;		Beta-lactamase family	PTHR46825;PTHR46825:SF9;
P33655	reviewed	DNAG_CLOAB	DNA primase (EC 2.7.7.101)	dnaG dnaE CA_C1299	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W)	596		10.1128/jb.176.21.6572-6582.1994; 10.1128/jb.183.16.4823-4838.2001		3.0	DNA replication;DNA-binding;DNA-directed RNA polymerase;Magnesium;Metal-binding;Nucleotidyltransferase;Primosome;Reference proteome;Transcription;Transferase;Zinc;Zinc-finger	KW-0235; KW-0238; KW-0240; KW-0460; KW-0479; KW-0548; KW-0639; KW-1185; KW-0804; KW-0808; KW-0862; KW-0863	PF10410;PF08275;PF13155;PF01807;	cd03364;	IPR016136;IPR037068;IPR019475;IPR006295;IPR036977;IPR030846;IPR013264;IPR050219;IPR034151;IPR006171;IPR002694;	TIGR01391;	DnaG primase family	PTHR30313;PTHR30313:SF2;
P33656	reviewed	SIGA_CLOAB	RNA polymerase sigma factor SigA (Major vegetative sigma factor) (Sigma-A)	sigA rpoD CA_C1300	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W)	378		10.1128/jb.176.21.6572-6582.1994; 10.1128/jb.183.16.4823-4838.2001		3.0	Cytoplasm;DNA-binding;Reference proteome;Sigma factor;Transcription;Transcription regulation	KW-0963; KW-0238; KW-1185; KW-0731; KW-0804; KW-0805	PF03979;PF00140;PF04542;PF04539;PF04545;	cd06171;	IPR014284;IPR000943;IPR009042;IPR007627;IPR007624;IPR007630;IPR007127;IPR042189;IPR013325;IPR013324;IPR012760;IPR050239;IPR028630;IPR036388;	TIGR02393;TIGR02937;	Sigma-70 factor family, RpoD/SigA subfamily	PTHR30603;PTHR30603:SF47;
P33664	reviewed	PURNU_CLOAB	Purine nucleoside phosphorylase CA_C1699 (EC 2.4.2.1) (Adenosine deaminase CA_C1699) (EC 3.5.4.4) (S-methyl-5'-thioadenosine phosphorylase CA_C1699) (EC 2.4.2.28)	CA_C1699	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W)	236		10.1128/jb.176.21.6572-6582.1994; 10.1128/jb.183.16.4823-4838.2001		3.0	Copper;Hydrolase;Metal-binding;Oxidoreductase;Reference proteome;Transferase;Zinc	KW-0186; KW-0378; KW-0479; KW-0560; KW-1185; KW-0808; KW-0862	PF02578;	cd16833;	IPR003730;IPR038371;IPR011324;	TIGR00726;	Purine nucleoside phosphorylase YfiH/LACC1 family	PTHR30616:SF2;PTHR30616;
P35148	reviewed	SP2AB_PRIMG	Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)	spoIIAB	Priestia megaterium (Bacillus megaterium)	147		10.1016/0300-9084(92)90142-2		3.0	ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase	KW-0067; KW-0418; KW-0547; KW-0723; KW-0749; KW-0808	PF13581;		IPR050267;IPR010194;IPR036890;IPR003594;	TIGR01925;	Anti-sigma-factor family	PTHR35526:SF7;PTHR35526;
P37134	reviewed	CWLM_BACLI	N-acetylmuramoyl-L-alanine amidase CwlM (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)	cwlM	Bacillus licheniformis	253		10.1007/bf00272354		3.0	Cell wall biogenesis/degradation;Hydrolase;Repeat;Secreted	KW-0961; KW-0378; KW-0677; KW-0964	PF01520;PF05036;	cd02696;	IPR002508;IPR050695;IPR007730;IPR036680;		N-acetylmuramoyl-L-alanine amidase 3 family	PTHR30404:SF5;PTHR30404;
P37466	reviewed	VEG_BACSU	Protein Veg	veg BSU00440	Bacillus subtilis (strain 168)	86		10.1093/dnares/1.1.1; 10.1038/36786; 10.1007/bf00729452; 10.1128/jb.147.2.443-451.1981; 10.1093/jb/mvg062; 10.1128/jb.02201-12		3.0	Cytoplasm;Reference proteome;Sporulation	KW-0963; KW-1185; KW-0749	PF06257;		IPR009366;			PTHR40026;PTHR40026:SF1;
P37522	reviewed	SOJ_BACSU	Sporulation initiation inhibitor protein Soj (EC 3.6.-.-)	soj orf253 BSU40970	Bacillus subtilis (strain 168)	253	P05648	10.1111/j.1365-2958.1992.tb01510.x; 10.1093/dnares/1.1.1; 10.1038/36786; 10.1128/jb.176.17.5320-5329.1994		3.0	ATP-binding;Hydrolase;Nucleotide-binding;Reference proteome;Sporulation	KW-0067; KW-0378; KW-0547; KW-1185; KW-0749	PF13614;	cd02042;	IPR025669;IPR050678;IPR027417;		ParA family	PTHR13696;PTHR13696:SF52;
P37524	reviewed	NOC_BACSU	Nucleoid occlusion protein (Noc)	noc yyaA BSU40990	Bacillus subtilis (strain 168)	283		10.1111/j.1365-2958.1992.tb01510.x; 10.1093/dnares/1.1.1; 10.1038/36786; 10.1128/jb.184.4.1102-1111.2002; 10.1016/j.cell.2004.06.002		3.0	3D-structure;Cell cycle;Cell division;Cytoplasm;DNA-binding;Reference proteome;Septation	KW-0002; KW-0131; KW-0132; KW-0963; KW-0238; KW-1185; KW-0717	PF17762;PF02195;	cd16393;	IPR050336;IPR041468;IPR023705;IPR004437;IPR003115;IPR036086;	TIGR04285;TIGR00180;	ParB family	PTHR33375;PTHR33375:SF8;
P37546	reviewed	YABE_BACSU	Putative cell wall shaping protein YabE	yabE BSU00400	Bacillus subtilis (strain 168)	407		10.1093/dnares/1.1.1; 10.1038/36786; 10.1186/1471-2164-6-39; 10.1128/jb.01530-08		3.0	Reference proteome;Signal	KW-1185; KW-0732	PF06725;PF03990;PF07501;	cd22786;	IPR010611;IPR007137;IPR011098;IPR051933;IPR036908;			PTHR39160:SF6;PTHR39160;
P37548	reviewed	YABG_BACSU	Sporulation-specific protease YabG (EC 3.4.-.-)	yabG BSU00430	Bacillus subtilis (strain 168)	290		10.1093/dnares/1.1.1; 10.1038/36786; 10.1111/j.1574-6968.2000.tb09355.x; 10.1128/jb.182.7.1883-1888.2000; 10.1093/jb/mvj096		3.0	Hydrolase;Membrane;Reference proteome;Sporulation	KW-0378; KW-0472; KW-1185; KW-0749	PF05582;		IPR008764;	TIGR02855;	Peptidase U57 family	
P37553	reviewed	FIN_BACSU	Anti-sigma-F factor Fin (Suppressor of recU and recB SubA)	fin subA yabK BSU00540	Bacillus subtilis (strain 168)	76		10.1093/dnares/1.1.1; 10.1038/36786; 10.1007/s00438-001-0616-7; 10.1128/jb.186.17.5557-5566.2004; 10.1128/jb.00949-10		3.0	3D-structure;Cytoplasm;Metal-binding;Reference proteome;Sporulation;Transcription;Transcription regulation;Zinc	KW-0002; KW-0963; KW-0479; KW-1185; KW-0749; KW-0804; KW-0805; KW-0862	PF10955;		IPR020115;			
P37558	reviewed	YABP_BACSU	Spore protein YabP	yabP BSU00600	Bacillus subtilis (strain 168)	100		10.1093/dnares/1.1.1; 10.1038/36786; 10.1073/pnas.140209597; 10.1099/00221287-147-4-919; 10.1128/jb.186.14.4441-4448.2004		3.0	Membrane;Reference proteome;Sporulation	KW-0472; KW-1185; KW-0749	PF07873;		IPR012504;IPR022476;IPR038705;	TIGR02892;		
P37559	reviewed	YABQ_BACSU	Spore protein YabQ	yabQ BSU00610	Bacillus subtilis (strain 168)	211		10.1093/dnares/1.1.1; 10.1038/36786; 10.1128/jb.176.5.1451-1459.1994; 10.1073/pnas.140209597; 10.1099/00221287-147-4-919; 10.1128/jb.186.14.4441-4448.2004		3.0	Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-0472; KW-1185; KW-0749; KW-0812; KW-1133	PF09578;		IPR019074;	TIGR02893;		
P37575	reviewed	SP2B_BACSU	Stage II sporulation protein B	spoIIB BSU28060	Bacillus subtilis (strain 168)	332		10.1128/jb.175.2.528-540.1993; 10.1038/36786; 10.1128/jb.182.4.1096-1108.2000		3.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133	PF05036;		IPR007730;IPR036680;			
P37585	reviewed	MURG_BACSU	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG BSU15220	Bacillus subtilis (strain 168)	363		10.1016/0378-1119(92)90264-p; 10.1016/0300-9084(92)90146-6; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.171.12.6821-6834.1989		3.0	Cell cycle;Cell division;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Reference proteome;Transferase	KW-0131; KW-0132; KW-1003; KW-0133; KW-0961; KW-0328; KW-0472; KW-0573; KW-1185; KW-0808	PF04101;PF03033;	cd03785;	IPR006009;IPR007235;IPR004276;	TIGR01133;	Glycosyltransferase 28 family, MurG subfamily	PTHR21015:SF22;PTHR21015;
P37940	reviewed	ODBA_BACSU	2-oxoisovalerate dehydrogenase subunit alpha (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDH E1-alpha)	bfmBAA bfmB1a BSU24050	Bacillus subtilis (strain 168)	330		10.1111/j.1432-1033.1993.tb17858.x; 10.1099/13500872-142-11-3103; 10.1038/36786		3.0	Direct protein sequencing;Magnesium;Metal-binding;Oxidoreductase;Reference proteome;Thiamine pyrophosphate	KW-0903; KW-0460; KW-0479; KW-0560; KW-1185; KW-0786	PF00676;	cd02000;	IPR050771;IPR001017;IPR029061;		BCKDHA family	PTHR43380;PTHR43380:SF1;
P37941	reviewed	ODBB_BACSU	2-oxoisovalerate dehydrogenase subunit beta (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain) (BCKDH E1-beta)	bfmBAB bfmB1b BSU24040	Bacillus subtilis (strain 168)	327		10.1111/j.1432-1033.1993.tb17858.x; 10.1099/13500872-142-11-3103; 10.1038/36786		3.0	Direct protein sequencing;Oxidoreductase;Reference proteome;Thiamine pyrophosphate	KW-0903; KW-0560; KW-1185; KW-0786	PF02779;PF02780;	cd07036;	IPR029061;IPR009014;IPR005475;IPR033248;			PTHR42980:SF1;PTHR42980;
